d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,coordinates of geographic center,population
1201,13003,GA,Atkinson County,9,2176,Point(-83.437611111 32.662027777),10214860
1202,38091,ND,Steele County,8,162,Point(-100.4659 47.4501),756927
1203,40093,OK,Major County,9,925,Point(-97.4943 35.5889),3911338
1204,39043,OH,Erie County,3,9171,Point(-82.7937 40.2862),11613423
1205,13091,GA,Dodge County,7,4730,Point(-83.437611111 32.662027777),10214860
1206,13229,GA,Pierce County,6,3282,Point(-83.437611111 32.662027777),10214860
1207,32001,NV,Churchill County,6,3371,Point(-116.6312 39.3289),2890845
1208,24045,MD,Wicomico County,3,17634,Point(-76.7909 39.055),6006401
1209,48229,TX,Hudspeth County,8,848,Point(-99.3312 31.4757),27469114
1210,42133,PA,York County,2,42508,Point(-77.7996 40.8781),12802503
1211,27169,MN,Winona County,4,5416,Point(-94.3053 46.2807),5489594
1212,28095,MS,Monroe County,7,6869,Point(-89.6678 32.7364),2992333
1213,8071,CO,Las Animas County,7,2869,Point(-105.5478 38.9972),5456574
1214,13219,GA,Oconee County,3,2480,Point(-83.437611111 32.662027777),10214860
1215,27109,MN,Olmsted County,3,13027,Point(-94.3053 46.2807),5489594
1216,17203,IL,Woodford County,2,2515,Point(-89.1965 40.0417),12859995
1217,28129,MS,Smith County,8,2990,Point(-89.6678 32.7364),2992333
1218,48225,TX,Houston County,7,4437,Point(-99.3312 31.4757),27469114
1219,47097,TN,Lauderdale County,6,6025,Point(-86.3505 35.858),6600299
1220,27031,MN,Cook County,9,526,Point(-94.3053 46.2807),5489594
1221,45005,SC,Allendale County,6,3013,Point(-80.8964 33.9169),4896146
1222,48301,TX,Loving County,9,15,Point(-99.3312 31.4757),27469114
1223,21143,KY,Lyon County,8,1152,Point(-85.3021 37.5347),4425092
1224,5025,AR,Cleveland County,3,1295,Point(-92.4426 34.8938),2978204
1225,21075,KY,Fulton County,7,1712,Point(-85.3021 37.5347),4425092
1226,56025,WY,Natrona County,3,8244,Point(-107.5512 42.9957),586107
1227,8083,CO,Montezuma County,6,4031,Point(-105.5478 38.9972),5456574
1228,56021,WY,Laramie County,3,9697,Point(-107.5512 42.9957),586107
1229,47049,TN,Fentress County,9,3812,Point(-86.3505 35.858),6600299
1230,20173,KS,Sedgwick County,2,75334,Point(-98.3804 38.4937),2911641
1231,26107,MI,Mecosta County,6,8248,Point(-85.4102 44.3467),9922576
1232,48413,TX,Schleicher County,8,503,Point(-99.3312 31.4757),27469114
1233,34023,NJ,Middlesex County,1,69642,Point(-74.6728 40.1907),8958013
1234,5099,AR,Nevada County,7,1680,Point(-92.4426 34.8938),2978204
1235,9003,CT,Hartford County,1,95010,Point(-72.7273 41.6219),3590886
1236,55078,WI,Menominee County,8,1214,Point(-89.9941 44.6243),5771337
1237,48309,TX,McLennan County,3,44099,Point(-99.3312 31.4757),27469114
1238,42001,PA,Adams County,4,9218,Point(-77.7996 40.8781),12802503
1239,48091,TX,Comal County,1,11496,Point(-99.3312 31.4757),27469114
1240,45075,SC,Orangeburg County,4,19239,Point(-80.8964 33.9169),4896146
1241,29081,MO,Harrison County,7,1520,Point(-92.458 38.3566),6083672
1242,16061,ID,Lewis County,8,611,Point(-114.613 44.3509),1654930
1243,51095,VA,James City County,1,4739,Point(-78.8537 37.5215),8382993
1244,48351,TX,Newton County,8,3023,Point(-99.3312 31.4757),27469114
1245,48459,TX,Upshur County,3,6235,Point(-99.3312 31.4757),27469114
1246,29199,MO,Scotland County,9,778,Point(-92.458 38.3566),6083672
1247,41001,OR,Baker County,7,2762,Point(-120.5583 43.9336),4028977
1248,19121,IA,Madison County,2,1218,Point(-93.496 42.0751),3046355
1249,28009,MS,Benton County,8,2064,Point(-89.6678 32.7364),2992333
1250,8059,CO,Jefferson County,1,39397,Point(-105.5478 38.9972),5456574
1251,17081,IL,Jefferson County,7,5697,Point(-89.1965 40.0417),12859995
1252,21093,KY,Hardin County,3,14306,Point(-85.3021 37.5347),4425092
1253,8093,CO,Park County,1,1572,Point(-105.5478 38.9972),5456574
1254,45017,SC,Calhoun County,2,2370,Point(-80.8964 33.9169),4896146
1255,8121,CO,Washington County,9,674,Point(-105.5478 38.9972),5456574
1256,36057,NY,Montgomery County,4,9610,Point(-75.5268 42.9538),19795791
1257,38043,ND,Kidder County,8,303,Point(-100.4659 47.4501),756927
1258,48177,TX,Gonzales County,6,3519,Point(-99.3312 31.4757),27469114
1259,29177,MO,Ray County,1,2453,Point(-92.458 38.3566),6083672
1260,1131,AL,Wilcox County,8,3466,Point(-86.8287 32.7794),4858979
1261,49041,UT,Sevier County,7,2907,Point(-111.6703 39.3055),2763885
1262,20017,KS,Chase County,8,287,Point(-98.3804 38.4937),2911641
1263,45007,SC,Anderson County,3,29703,Point(-80.8964 33.9169),4896146
1264,48023,TX,Baylor County,6,630,Point(-99.3312 31.4757),27469114
1265,37069,NC,Franklin County,2,9624,Point(-79.5 35.5),10042802
1266,27097,MN,Morrison County,6,3871,Point(-94.3053 46.2807),5489594
1267,6099,CA,Stanislaus County,2,77913,Point(-119.4696 37.1841),39144818
1268,13247,GA,Rockdale County,1,12943,Point(-83.437611111 32.662027777),10214860
1269,27075,MN,Lake County,6,946,Point(-94.3053 46.2807),5489594
1270,29051,MO,Cole County,3,7821,Point(-92.458 38.3566),6083672
1271,49023,UT,Juab County,2,1157,Point(-111.6703 39.3055),2763885
1272,28057,MS,Itawamba County,7,4062,Point(-89.6678 32.7364),2992333
1273,21035,KY,Calloway County,7,7430,Point(-85.3021 37.5347),4425092
1274,19107,IA,Keokuk County,8,1199,Point(-93.496 42.0751),3046355
1275,31131,NE,Otoe County,6,1489,Point(-99.7951 41.5378),1896190
1276,12119,FL,Sumter County,4,12115,Point(-82.4497 28.6305),20271272
1277,27167,MN,Wilkin County,6,553,Point(-94.3053 46.2807),5489594
1278,41023,OR,Grant County,9,1132,Point(-120.5583 43.9336),4028977
1279,37189,NC,Watauga County,6,11717,Point(-79.5 35.5),10042802
1280,40119,OK,Payne County,4,18413,Point(-97.4943 35.5889),3911338
1281,40095,OK,Marshall County,6,2499,Point(-97.4943 35.5889),3911338
1282,18121,IN,Parke County,6,2497,Point(-86.2816 39.8942),6619680
1283,4015,AZ,Mohave County,4,36665,Point(-111.6602 34.2744),6828065
1284,37051,NC,Cumberland County,2,59570,Point(-79.5 35.5),10042802
1285,19167,IA,Sioux County,6,2374,Point(-93.496 42.0751),3046355
1286,20057,KS,Ford County,5,4453,Point(-98.3804 38.4937),2911641
1287,47015,TN,Cannon County,1,2149,Point(-86.3505 35.858),6600299
1288,13299,GA,Ware County,4,8501,Point(-83.437611111 32.662027777),10214860
1289,26071,MI,Iron County,7,1672,Point(-85.4102 44.3467),9922576
1290,17095,IL,Knox County,4,8036,Point(-89.1965 40.0417),12859995
1291,26089,MI,Leelanau County,9,1739,Point(-85.4102 44.3467),9922576
1292,6009,CA,Calaveras County,6,5833,Point(-119.4696 37.1841),39144818
1293,27027,MN,Clay County,3,7167,Point(-94.3053 46.2807),5489594
1294,29165,MO,Platte County,1,5915,Point(-92.458 38.3566),6083672
1295,20099,KS,Labette County,7,4161,Point(-98.3804 38.4937),2911641
1296,29113,MO,Lincoln County,1,6132,Point(-92.458 38.3566),6083672
1297,46102,SD,Oglala Lakota County,7,5854,,1394928
1298,33019,NH,Sullivan County,7,4016,Point(-71.5811 43.6805),1330608
1299,47181,TN,Wayne County,8,3032,Point(-86.3505 35.858),6600299
1300,26097,MI,Mackinac County,7,1465,Point(-85.4102 44.3467),9922576
1301,56033,WY,Sheridan County,7,2691,Point(-107.5512 42.9957),586107
1302,17037,IL,DeKalb County,1,15566,Point(-89.1965 40.0417),12859995
1303,29035,MO,Carter County,9,1298,Point(-92.458 38.3566),6083672
1304,5091,AR,Miller County,3,9504,Point(-92.4426 34.8938),2978204
1305,28069,MS,Kemper County,9,2532,Point(-89.6678 32.7364),2992333
1306,42019,PA,Butler County,1,13334,Point(-77.7996 40.8781),12802503
1307,18081,IN,Johnson County,1,11300,Point(-86.2816 39.8942),6619680
1308,29023,MO,Butler County,7,9237,Point(-92.458 38.3566),6083672
1309,34015,NJ,Gloucester County,1,22402,Point(-74.6728 40.1907),8958013
1310,51087,VA,Henrico County,1,29583,Point(-78.8537 37.5215),8382993
1311,1047,AL,Dallas County,4,13987,Point(-86.8287 32.7794),4858979
1312,36041,NY,Hamilton County,8,463,Point(-75.5268 42.9538),19795791
1313,5105,AR,Perry County,2,1689,Point(-92.4426 34.8938),2978204
1314,19157,IA,Poweshiek County,7,1863,Point(-93.496 42.0751),3046355
1315,20041,KS,Dickinson County,7,2084,Point(-98.3804 38.4937),2911641
1316,29225,MO,Webster County,2,6189,Point(-92.458 38.3566),6083672
1317,26011,MI,Arenac County,8,2456,Point(-85.4102 44.3467),9922576
1318,46019,SD,Butte County,6,1399,,1394928
1319,13127,GA,Glynn County,3,15916,Point(-83.437611111 32.662027777),10214860
1320,55057,WI,Juneau County,7,3561,Point(-89.9941 44.6243),5771337
1321,18127,IN,Porter County,1,12749,Point(-86.2816 39.8942),6619680
1322,20083,KS,Hodgeman County,9,183,Point(-98.3804 38.4937),2911641
1323,55127,WI,Walworth County,4,11191,Point(-89.9941 44.6243),5771337
1324,49055,UT,Wayne County,9,400,Point(-111.6703 39.3055),2763885
1325,10001,DE,Kent County,3,23060,Point(-75.505 38.9896),945934
1326,16007,ID,Bear Lake County,7,823,Point(-114.613 44.3509),1654930
1327,39117,OH,Morrow County,1,4214,Point(-82.7937 40.2862),11613423
1328,36027,NY,Dutchess County,2,25588,Point(-75.5268 42.9538),19795791
1329,9007,CT,Middlesex County,1,12513,Point(-72.7273 41.6219),3590886
1330,8095,CO,Phillips County,9,484,Point(-105.5478 38.9972),5456574
1331,18007,IN,Benton County,3,980,Point(-86.2816 39.8942),6619680
1332,9011,CT,New London County,2,23961,Point(-72.7273 41.6219),3590886
1333,47019,TN,Carter County,3,11903,Point(-86.3505 35.858),6600299
1334,18117,IN,Orange County,6,3103,Point(-86.2816 39.8942),6619680
1335,36035,NY,Fulton County,4,7878,Point(-75.5268 42.9538),19795791
1336,30105,MT,Valley County,7,928,Point(-109.6333 47.0527),1032949
1337,48063,TX,Camp County,6,2456,Point(-99.3312 31.4757),27469114
1338,28141,MS,Tishomingo County,8,3362,Point(-89.6678 32.7364),2992333
1339,20053,KS,Ellsworth County,7,545,Point(-98.3804 38.4937),2911641
1340,2220,AK,Sitka Borough,7,690,Point(-152.2782 64.0685),738432
1341,48419,TX,Shelby County,6,5345,Point(-99.3312 31.4757),27469114
1342,28065,MS,Jefferson Davis County,8,3034,Point(-89.6678 32.7364),2992333
1343,48189,TX,Hale County,4,6809,Point(-99.3312 31.4757),27469114
1344,20177,KS,Shawnee County,3,18931,Point(-98.3804 38.4937),2911641
1345,1027,AL,Clay County,9,2495,Point(-86.8287 32.7794),4858979
1346,19181,IA,Warren County,2,3263,Point(-93.496 42.0751),3046355
1347,19051,IA,Davis County,9,1125,Point(-93.496 42.0751),3046355
1348,48363,TX,Palo Pinto County,6,4547,Point(-99.3312 31.4757),27469114
1349,13269,GA,Taylor County,8,2004,Point(-83.437611111 32.662027777),10214860
1350,48017,TX,Bailey County,7,1165,Point(-99.3312 31.4757),27469114
1351,13057,GA,Cherokee County,1,17948,Point(-83.437611111 32.662027777),10214860
1352,56011,WY,Crook County,9,613,Point(-107.5512 42.9957),586107
1353,27059,MN,Isanti County,1,2955,Point(-94.3053 46.2807),5489594
1354,46031,SD,Corson County,9,1614,,1394928
1355,28119,MS,Quitman County,6,2468,Point(-89.6678 32.7364),2992333
1356,53031,WA,Jefferson County,6,3679,Point(-120.4472 47.3826),7170351
1357,42109,PA,Snyder County,7,4775,Point(-77.7996 40.8781),12802503
1358,29201,MO,Scott County,5,7004,Point(-92.458 38.3566),6083672
1359,13001,GA,Appling County,7,3542,Point(-83.437611111 32.662027777),10214860
1360,32013,NV,Humboldt County,7,1982,Point(-116.6312 39.3289),2890845
1361,42111,PA,Somerset County,4,9885,Point(-77.7996 40.8781),12802503
1362,27113,MN,Pennington County,6,1365,Point(-94.3053 46.2807),5489594
1363,28163,MS,Yazoo County,6,8053,Point(-89.6678 32.7364),2992333
1364,45081,SC,Saluda County,2,3329,Point(-80.8964 33.9169),4896146
1365,39027,OH,Clinton County,6,5426,Point(-82.7937 40.2862),11613423
1366,29059,MO,Dallas County,2,3025,Point(-92.458 38.3566),6083672
1367,16015,ID,Boise County,2,965,Point(-114.613 44.3509),1654930
1368,6083,CA,Santa Barbara County,2,59468,Point(-119.4696 37.1841),39144818
1369,21219,KY,Todd County,8,2457,Point(-85.3021 37.5347),4425092
1370,48405,TX,San Augustine County,9,1933,Point(-99.3312 31.4757),27469114
1371,1017,AL,Chambers County,6,6656,Point(-86.8287 32.7794),4858979
1372,56035,WY,Sublette County,9,646,Point(-107.5512 42.9957),586107
1373,12003,FL,Baker County,1,4329,Point(-82.4497 28.6305),20271272
1374,27041,MN,Douglas County,7,3172,Point(-94.3053 46.2807),5489594
1375,13093,GA,Dooly County,6,3386,Point(-83.437611111 32.662027777),10214860
1376,29013,MO,Bates County,1,2204,Point(-92.458 38.3566),6083672
1377,4027,AZ,Yuma County,3,37850,Point(-111.6602 34.2744),6828065
1378,29119,MO,McDonald County,2,4776,Point(-92.458 38.3566),6083672
1379,5073,AR,Lafayette County,8,1838,Point(-92.4426 34.8938),2978204
1380,5031,AR,Craighead County,3,16548,Point(-92.4426 34.8938),2978204
1381,47121,TN,Meigs County,8,2164,Point(-86.3505 35.858),6600299
1382,54019,WV,Fayette County,6,8365,Point(-80.6227 38.6409),1844128
1383,24005,MD,Baltimore County,1,72978,Point(-76.7909 39.055),6006401
1384,51101,VA,King William County,1,1248,Point(-78.8537 37.5215),8382993
1385,48409,TX,San Patricio County,2,10570,Point(-99.3312 31.4757),27469114
1386,48073,TX,Cherokee County,6,9463,Point(-99.3312 31.4757),27469114
1387,5019,AR,Clark County,7,4406,Point(-92.4426 34.8938),2978204
1388,49011,UT,Davis County,2,21271,Point(-111.6703 39.3055),2763885
1389,53015,WA,Cowlitz County,3,16863,Point(-120.4472 47.3826),7170351
1390,42021,PA,Cambria County,3,20033,Point(-77.7996 40.8781),12802503
1391,51678,VA,Lexington city,6,965,Point(-78.8537 37.5215),8382993
1392,55079,WI,Milwaukee County,1,183511,Point(-89.9941 44.6243),5771337
1393,48315,TX,Marion County,8,2250,Point(-99.3312 31.4757),27469114
1394,42093,PA,Montour County,6,1966,Point(-77.7996 40.8781),12802503
1395,17167,IL,Sangamon County,3,26767,Point(-89.1965 40.0417),12859995
1396,51650,VA,Hampton city,1,21458,Point(-78.8537 37.5215),8382993
1397,35035,NM,Otero County,4,12945,Point(-106.1126 34.4071),2085109
1398,47155,TN,Sevier County,4,14386,Point(-86.3505 35.858),6600299
1399,17005,IL,Bond County,1,2031,Point(-89.1965 40.0417),12859995
1400,29159,MO,Pettis County,4,6263,Point(-92.458 38.3566),6083672
1401,20013,KS,Brown County,6,1272,Point(-98.3804 38.4937),2911641
1402,47089,TN,Jefferson County,3,8112,Point(-86.3505 35.858),6600299
1403,29083,MO,Henry County,6,4402,Point(-92.458 38.3566),6083672
1404,51105,VA,Lee County,8,6727,Point(-78.8537 37.5215),8382993
1405,6065,CA,Riverside County,1,359774,Point(-119.4696 37.1841),39144818
1406,18175,IN,Washington County,1,3898,Point(-86.2816 39.8942),6619680
1407,36055,NY,Monroe County,1,106742,Point(-75.5268 42.9538),19795791
1408,19035,IA,Cherokee County,6,1213,Point(-93.496 42.0751),3046355
1409,48161,TX,Freestone County,7,3435,Point(-99.3312 31.4757),27469114
1410,45091,SC,York County,1,27264,Point(-80.8964 33.9169),4896146
1411,40101,OK,Muskogee County,4,14106,Point(-97.4943 35.5889),3911338
1412,46079,SD,Lake County,6,1049,,1394928
1413,49033,UT,Rich County,8,215,Point(-111.6703 39.3055),2763885
1414,48139,TX,Ellis County,1,16121,Point(-99.3312 31.4757),27469114
1415,51049,VA,Cumberland County,1,1747,Point(-78.8537 37.5215),8382993
1416,27071,MN,Koochiching County,7,1773,Point(-94.3053 46.2807),5489594
1417,8067,CO,La Plata County,6,5861,Point(-105.5478 38.9972),5456574
1418,2060,AK,Bristol Bay Borough,9,100,Point(-152.2782 64.0685),738432
1419,48445,TX,Terry County,6,2532,Point(-99.3312 31.4757),27469114
1420,21201,KY,Robertson County,8,514,Point(-85.3021 37.5347),4425092
1421,13025,GA,Brantley County,3,3795,Point(-83.437611111 32.662027777),10214860
1422,16077,ID,Power County,3,1188,Point(-114.613 44.3509),1654930
1423,31137,NE,Phelps County,7,827,Point(-99.7951 41.5378),1896190
1424,39155,OH,Trumbull County,2,34839,Point(-82.7937 40.2862),11613423
1425,39165,OH,Warren County,1,11823,Point(-82.7937 40.2862),11613423
1426,13241,GA,Rabun County,9,2794,Point(-83.437611111 32.662027777),10214860
1427,40015,OK,Caddo County,6,5877,Point(-97.4943 35.5889),3911338
1428,45041,SC,Florence County,3,24811,Point(-80.8964 33.9169),4896146
1429,56003,WY,Big Horn County,9,1342,Point(-107.5512 42.9957),586107
1430,51109,VA,Louisa County,1,4261,Point(-78.8537 37.5215),8382993
1431,53065,WA,Stevens County,6,6284,Point(-120.4472 47.3826),7170351
1432,26069,MI,Iosco County,7,4531,Point(-85.4102 44.3467),9922576
1433,34033,NJ,Salem County,1,7868,Point(-74.6728 40.1907),8958013
1434,37091,NC,Hertford County,7,5612,Point(-79.5 35.5),10042802
1435,6049,CA,Modoc County,6,1571,Point(-119.4696 37.1841),39144818
1436,18085,IN,Kosciusko County,4,7985,Point(-86.2816 39.8942),6619680
1437,31083,NE,Harlan County,9,414,Point(-99.7951 41.5378),1896190
1438,13293,GA,Upson County,6,5124,Point(-83.437611111 32.662027777),10214860
1439,51033,VA,Caroline County,1,2937,Point(-78.8537 37.5215),8382993
1440,20033,KS,Comanche County,9,208,Point(-98.3804 38.4937),2911641
1441,12125,FL,Union County,6,2512,Point(-82.4497 28.6305),20271272
1442,37057,NC,Davidson County,4,25150,Point(-79.5 35.5),10042802
1443,50015,VT,Lamoille County,8,2986,Point(-72.6658 44.0687),626042
1444,30021,MT,Dawson County,7,989,Point(-109.6333 47.0527),1032949
1445,13009,GA,Baldwin County,4,10273,Point(-83.437611111 32.662027777),10214860
1446,6035,CA,Lassen County,6,4085,Point(-119.4696 37.1841),39144818
1447,21127,KY,Lawrence County,6,4251,Point(-85.3021 37.5347),4425092
1448,17003,IL,Alexander County,7,1857,Point(-89.1965 40.0417),12859995
1449,13279,GA,Toombs County,7,6266,Point(-83.437611111 32.662027777),10214860
1450,39169,OH,Wayne County,4,13372,Point(-82.7937 40.2862),11613423
1451,53007,WA,Chelan County,3,8665,Point(-120.4472 47.3826),7170351
1452,13097,GA,Douglas County,1,18191,Point(-83.437611111 32.662027777),10214860
1453,21193,KY,Perry County,7,8254,Point(-85.3021 37.5347),4425092
1454,6053,CA,Monterey County,2,53898,Point(-119.4696 37.1841),39144818
1455,13223,GA,Paulding County,1,13373,Point(-83.437611111 32.662027777),10214860
1456,55039,WI,Fond du Lac County,3,7631,Point(-89.9941 44.6243),5771337
1457,55005,WI,Barron County,6,5041,Point(-89.9941 44.6243),5771337
1458,19019,IA,Buchanan County,6,2084,Point(-93.496 42.0751),3046355
1459,48187,TX,Guadalupe County,1,15051,Point(-99.3312 31.4757),27469114
1460,23031,ME,York County,2,16132,Point(-69.2428 45.3695),1328361
1461,23029,ME,Washington County,7,5615,Point(-69.2428 45.3695),1328361
1462,37135,NC,Orange County,2,17049,Point(-79.5 35.5),10042802
1463,42119,PA,Union County,4,4284,Point(-77.7996 40.8781),12802503
1464,45059,SC,Laurens County,2,11753,Point(-80.8964 33.9169),4896146
1465,28031,MS,Covington County,8,4531,Point(-89.6678 32.7364),2992333
1466,2180,AK,Nome Census Area,7,2337,Point(-152.2782 64.0685),738432
1467,47117,TN,Marshall County,6,4148,Point(-86.3505 35.858),6600299
1468,45047,SC,Greenwood County,4,14687,Point(-80.8964 33.9169),4896146
1469,1041,AL,Crenshaw County,8,2822,Point(-86.8287 32.7794),4858979
1470,40057,OK,Harmon County,9,679,Point(-97.4943 35.5889),3911338
1471,38093,ND,Stutsman County,7,2184,Point(-100.4659 47.4501),756927
1472,51153,VA,Prince William County,1,33308,Point(-78.8537 37.5215),8382993
1473,28021,MS,Claiborne County,6,3060,Point(-89.6678 32.7364),2992333
1474,39111,OH,Monroe County,8,2130,Point(-82.7937 40.2862),11613423
1475,51011,VA,Appomattox County,3,2130,Point(-78.8537 37.5215),8382993
1476,39109,OH,Miami County,2,9860,Point(-82.7937 40.2862),11613423
1477,20183,KS,Smith County,9,507,Point(-98.3804 38.4937),2911641
1478,51600,VA,Fairfax city,1,1611,Point(-78.8537 37.5215),8382993
1479,20003,KS,Anderson County,6,992,Point(-98.3804 38.4937),2911641
1480,21223,KY,Trimble County,1,1263,Point(-85.3021 37.5347),4425092
1481,5101,AR,Newton County,9,1566,Point(-92.4426 34.8938),2978204
1482,46065,SD,Hughes County,7,1430,,1394928
1483,20009,KS,Barton County,7,3621,Point(-98.3804 38.4937),2911641
1484,56043,WY,Washakie County,7,1060,Point(-107.5512 42.9957),586107
1485,49045,UT,Tooele County,2,5189,Point(-111.6703 39.3055),2763885
1486,48157,TX,Fort Bend County,1,60925,Point(-99.3312 31.4757),27469114
1487,31029,NE,Chase County,9,359,Point(-99.7951 41.5378),1896190
1488,48273,TX,Kleberg County,4,6871,Point(-99.3312 31.4757),27469114
