d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,capital
2790,48055,TX,Caldwell County,1,6552,Austin
2791,55131,WI,Washington County,1,7496,Madison
2792,21147,KY,McCreary County,9,6168,Frankfort
2793,53003,WA,Asotin County,3,3225,Olympia
2794,54045,WV,Logan County,6,8075,Charleston
2795,48097,TX,Cooke County,6,5330,Austin
2796,21165,KY,Menifee County,9,1513,Frankfort
2797,48015,TX,Austin County,1,4213,Austin
2798,41007,OR,Clatsop County,4,4919,Salem
2799,26037,MI,Clinton County,2,6509,Lansing
2800,1033,AL,Colbert County,3,8982,Montgomery
2801,56005,WY,Campbell County,5,4067,Cheyenne
2802,16003,ID,Adams County,8,580,Boise
2803,17139,IL,Moultrie County,6,1444,Springfield
2804,51035,VA,Carroll County,6,4775,Richmond
2805,51099,VA,King George County,8,1728,Richmond
2806,29055,MO,Crawford County,6,4449,Jefferson City
2807,20155,KS,Reno County,4,8844,Topeka
2808,45043,SC,Georgetown County,4,9222,Columbia
2809,19029,IA,Cass County,6,1654,Des Moines
2810,6089,CA,Shasta County,3,30359,Sacramento
2811,39075,OH,Holmes County,7,5041,Columbus
2812,35019,NM,Guadalupe County,7,955,Santa Fe
2813,47127,TN,Moore County,9,678,Nashville
2814,55107,WI,Rusk County,6,1920,Madison
2815,42079,PA,Luzerne County,2,44618,Harrisburg
2816,39097,OH,Madison County,1,4576,Columbus
2817,31091,NE,Hooker County,9,56,Lincoln
2818,49053,UT,Washington County,3,19795,Salt Lake City
2819,21117,KY,Kenton County,1,20493,Frankfort
2820,13177,GA,Lee County,3,3190,Atlanta
2821,20145,KS,Pawnee County,7,840,Topeka
2822,55139,WI,Winnebago County,3,18883,Madison
2823,48437,TX,Swisher County,6,1511,Austin
2824,17101,IL,Lawrence County,7,2566,Springfield
2825,51197,VA,Wythe County,6,4135,Richmond
2826,25015,MA,Hampshire County,2,16535,Boston
2827,22103,LA,St. Tammany Parish,1,24598,
2828,28041,MS,Greene County,8,2642,Jackson
2829,51053,VA,Dinwiddie County,1,3565,Richmond
2830,29101,MO,Johnson County,4,7187,Jefferson City
2831,55023,WI,Crawford County,7,2212,Madison
2832,26151,MI,Sanilac County,6,6359,Lansing
2833,54021,WV,Gilmer County,9,1706,Charleston
2834,30023,MT,Deer Lodge County,7,1574,Helena
2835,5109,AR,Pike County,9,1927,Little Rock
2836,31113,NE,Logan County,9,79,Lincoln
2837,20149,KS,Pottawatomie County,6,1917,Topeka
2838,55011,WI,Buffalo County,8,1369,Madison
2839,19189,IA,Winnebago County,7,1072,Des Moines
2840,37071,NC,Gaston County,1,33562,Raleigh
2841,37001,NC,Alamance County,3,25014,Raleigh
2842,40151,OK,Woods County,7,1105,Oklahoma City
2843,4013,AZ,Maricopa County,1,624923,Phoenix
2844,53019,WA,Ferry County,9,1602,Olympia
2845,48081,TX,Coke County,8,501,Austin
2846,8027,CO,Custer County,8,605,Denver
2847,4023,AZ,Santa Cruz County,4,9569,Phoenix
2848,28101,MS,Newton County,7,4563,Jackson
2849,28097,MS,Montgomery County,7,2433,Jackson
2850,31001,NE,Adams County,5,3835,Lincoln
2851,16083,ID,Twin Falls County,5,11954,Boise
2852,17077,IL,Jackson County,5,12930,Springfield
2853,31097,NE,Johnson County,8,520,Lincoln
2854,39129,OH,Pickaway County,1,6905,Columbus
2855,40149,OK,Washita County,7,1784,Oklahoma City
2856,13045,GA,Carroll County,1,16713,Atlanta
2857,22095,LA,St. John the Baptist Parish,1,7959,
2858,42035,PA,Clinton County,6,6543,Harrisburg
2859,31069,NE,Garden County,9,308,Lincoln
2860,39039,OH,Defiance County,4,3876,Columbus
2861,53053,WA,Pierce County,1,102303,Olympia
2862,13143,GA,Haralson County,1,5306,Atlanta
2863,42127,PA,Wayne County,6,6427,Harrisburg
2864,27039,MN,Dodge County,3,1560,Saint Paul
2865,39025,OH,Clermont County,1,21281,Columbus
2866,19195,IA,Worth County,9,662,Des Moines
2867,55017,WI,Chippewa County,3,7042,Madison
2868,17069,IL,Hardin County,9,857,Springfield
2869,46077,SD,Kingsbury County,9,457,
2870,51181,VA,Surry County,1,876,Richmond
2871,34039,NJ,Union County,1,58425,Trenton
2872,8045,CO,Garfield County,5,5276,Denver
2873,30085,MT,Roosevelt County,7,2659,Helena
2874,28087,MS,Lowndes County,5,12346,Jackson
2875,40147,OK,Washington County,4,7333,Oklahoma City
2876,37171,NC,Surry County,4,12102,Raleigh
2877,48007,TX,Aransas County,2,4751,Austin
2878,35025,NM,Lea County,5,12179,Santa Fe
2879,17103,IL,Lee County,4,4148,Springfield
2880,46061,SD,Hanson County,8,282,
2881,48163,TX,Frio County,6,4005,Austin
2882,53025,WA,Grant County,4,14842,Olympia
2883,37151,NC,Randolph County,2,20481,Raleigh
2884,13217,GA,Newton County,1,18463,Atlanta
2885,36043,NY,Herkimer County,2,9968,Albany
2886,31173,NE,Thurston County,8,1777,Lincoln
2887,5081,AR,Little River County,6,2148,Little Rock
2888,29115,MO,Linn County,7,1927,Jefferson City
2889,38005,ND,Benson County,9,1961,Bismarck
2890,27123,MN,Ramsey County,1,73203,Saint Paul
2891,47057,TN,Grainger County,3,4563,Nashville
2892,55053,WI,Jackson County,6,2132,Madison
2893,50023,VT,Washington County,4,6080,Montpelier
2894,17141,IL,Ogle County,4,5167,Springfield
2895,35009,NM,Curry County,5,9216,Santa Fe
2896,47179,TN,Washington County,3,18319,Nashville
2897,6011,CA,Colusa County,6,2375,Sacramento
2898,22081,LA,Red River Parish,6,2194,
2899,17039,IL,De Witt County,6,1686,Springfield
2900,40133,OK,Seminole County,7,5562,Oklahoma City
2901,49057,UT,Weber County,2,26535,Salt Lake City
2902,37093,NC,Hoke County,2,10177,Raleigh
2903,6033,CA,Lake County,4,13065,Sacramento
2904,45035,SC,Dorchester County,2,14329,Columbia
2905,8107,CO,Routt County,7,1766,Denver
2906,18151,IN,Steuben County,7,3493,Indianapolis
2907,13037,GA,Calhoun County,8,1541,Atlanta
2908,5033,AR,Crawford County,2,10322,Little Rock
2909,6043,CA,Mariposa County,8,3077,Sacramento
2910,19105,IA,Jones County,3,2012,Des Moines
2911,42113,PA,Sullivan County,8,768,Harrisburg
2912,28089,MS,Madison County,2,12426,Jackson
2913,31171,NE,Thomas County,9,99,Lincoln
2914,31095,NE,Jefferson County,7,757,Lincoln
2915,55037,WI,Florence County,9,540,Madison
2916,31119,NE,Madison County,5,4867,Lincoln
2917,55007,WI,Bayfield County,8,1821,Madison
2918,22093,LA,St. James Parish,6,4038,
2919,31027,NE,Cedar County,9,803,Lincoln
2920,47021,TN,Cheatham County,1,4375,Nashville
2921,33003,NH,Carroll County,8,4896,Concord
2922,19143,IA,Osceola County,7,625,Des Moines
2923,29227,MO,Worth County,9,279,Jefferson City
2924,42059,PA,Greene County,6,5362,Harrisburg
2925,17105,IL,Livingston County,4,4823,Springfield
2926,1003,AL,Baldwin County,4,24005,Montgomery
2927,40071,OK,Kay County,5,7252,Oklahoma City
2928,18015,IN,Carroll County,3,2033,Indianapolis
2929,30089,MT,Sanders County,8,2005,Helena
2930,26133,MI,Osceola County,7,4325,Lansing
2931,53077,WA,Yakima County,3,44819,Olympia
2932,47135,TN,Perry County,8,1728,Nashville
2933,29087,MO,Holt County,8,612,Jefferson City
2934,36063,NY,Niagara County,1,26152,Albany
2935,22059,LA,La Salle Parish,6,2653,
2936,54087,WV,Roane County,6,3100,Charleston
2937,30079,MT,Prairie County,9,140,Helena
2938,38029,ND,Emmons County,8,455,Bismarck
2939,17149,IL,Pike County,7,2506,Springfield
2940,17189,IL,Washington County,6,1290,Springfield
2941,26065,MI,Ingham County,2,54343,Lansing
2942,12005,FL,Bay County,3,26845,Tallahassee
2943,17119,IL,Madison County,1,34772,Springfield
2944,28079,MS,Leake County,6,5218,Jackson
2945,29005,MO,Atchison County,9,665,Jefferson City
2946,18037,IN,Dubois County,7,2730,Indianapolis
2947,26115,MI,Monroe County,3,14819,Lansing
2948,34001,NJ,Atlantic County,2,37734,Trenton
2949,20181,KS,Sherman County,7,841,Topeka
2950,48317,TX,Martin County,6,738,Austin
2951,48327,TX,Menard County,8,446,Austin
2952,26163,MI,Wayne County,1,395250,Lansing
2953,28011,MS,Bolivar County,5,10927,Jackson
2954,28027,MS,Coahoma County,5,9567,Jackson
2955,41071,OR,Yamhill County,1,11607,Salem
2956,29039,MO,Cedar County,6,2739,Jefferson City
2957,39003,OH,Allen County,3,15101,Columbus
2958,29105,MO,Laclede County,6,5480,Jefferson City
2959,31031,NE,Cherry County,7,685,Lincoln
2960,27093,MN,Meeker County,6,1604,Saint Paul
2961,55029,WI,Door County,6,2250,Madison
2962,55071,WI,Manitowoc County,4,7229,Madison
2963,30103,MT,Treasure County,8,71,Helena
2964,21129,KY,Lee County,9,2487,Frankfort
2965,19025,IA,Calhoun County,9,1138,Des Moines
2966,48353,TX,Nolan County,6,2697,Austin
2967,30011,MT,Carter County,9,164,Helena
2968,48175,TX,Goliad County,3,1059,Austin
2969,48425,TX,Somervell County,8,931,Austin
2970,48217,TX,Hill County,6,5542,Austin
2971,35057,NM,Torrance County,2,4001,Santa Fe
2972,31149,NE,Rock County,9,186,Lincoln
2973,23025,ME,Somerset County,6,9749,Augusta
2974,48111,TX,Dallam County,7,793,Austin
2975,21145,KY,McCracken County,5,11962,Frankfort
2976,13321,GA,Worth County,3,4334,Atlanta
2977,31061,NE,Franklin County,9,393,Lincoln
2978,49051,UT,Wasatch County,6,1668,Salt Lake City
2979,54067,WV,Nicholas County,6,5359,Charleston
2980,48031,TX,Blanco County,8,1207,Austin
2981,32510,NV,Carson City,3,6727,Carson City
2982,37079,NC,Greene County,3,4422,Raleigh
2983,4009,AZ,Graham County,6,7854,Phoenix
2984,21067,KY,Fayette County,2,54406,Frankfort
2985,16037,ID,Custer County,9,639,Boise
2986,49039,UT,Sanpete County,6,4520,Salt Lake City
2987,19161,IA,Sac County,9,1124,Des Moines
2988,29015,MO,Benton County,9,3330,Jefferson City
2989,51770,VA,Roanoke city,2,21886,Richmond
2990,36119,NY,Westchester County,1,95327,Albany
2991,21103,KY,Henry County,1,2886,Frankfort
2992,6051,CA,Mono County,7,1583,Sacramento
2993,13021,GA,Bibb County,3,38547,Atlanta
2994,51059,VA,Fairfax County,1,67736,Richmond
2995,19175,IA,Union County,6,1586,Des Moines
2996,13031,GA,Bulloch County,4,16650,Atlanta
2997,51001,VA,Accomack County,7,6493,Richmond
2998,54053,WV,Mason County,6,4671,Charleston
2999,21083,KY,Graves County,7,7571,Frankfort
3000,48347,TX,Nacogdoches County,5,15402,Austin
3001,29017,MO,Bollinger County,9,2076,Jefferson City
3002,48287,TX,Lee County,6,2105,Austin
3003,20157,KS,Republic County,9,524,Topeka
3004,29186,MO,Ste. Genevieve County,6,2069,Jefferson City
3005,49005,UT,Cache County,3,15209,Salt Lake City
3006,37023,NC,Burke County,2,15310,Raleigh
3007,48429,TX,Stephens County,7,1876,Austin
3008,40043,OK,Dewey County,9,623,Oklahoma City
3009,19043,IA,Clayton County,8,1709,Des Moines
3010,32021,NV,Mineral County,7,801,Carson City
3011,47065,TN,Hamilton County,2,47050,Nashville
3012,13245,GA,Richmond County,2,48929,Atlanta
3013,53061,WA,Snohomish County,1,62396,Olympia
3014,18177,IN,Wayne County,5,10859,Indianapolis
3015,36083,NY,Rensselaer County,2,17978,Albany
3016,6039,CA,Madera County,3,30029,Sacramento
3017,40115,OK,Ottawa County,6,5858,Oklahoma City
3018,39103,OH,Medina County,1,11394,Columbus
3019,42081,PA,Lycoming County,3,16033,Harrisburg
3020,35013,NM,Dona Ana County,3,53719,Santa Fe
3021,12127,FL,Volusia County,2,73420,Tallahassee
3022,45053,SC,Jasper County,6,5570,Columbia
3023,13075,GA,Cook County,6,4268,Atlanta
3024,31101,NE,Keith County,7,1019,Lincoln
3025,13019,GA,Berrien County,6,4179,Atlanta
3026,48247,TX,Jim Hogg County,6,1431,Austin
3027,29091,MO,Howell County,7,8110,Jefferson City
3028,22111,LA,Union Parish,3,4422,
3029,29037,MO,Cass County,1,8792,Jefferson City
3030,48357,TX,Ochiltree County,7,1170,Austin
3031,38087,ND,Slope County,9,86,Bismarck
3032,22091,LA,St. Helena Parish,2,2558,
3033,27119,MN,Polk County,3,4410,Saint Paul
3034,48103,TX,Crane County,6,488,Austin
3035,1129,AL,Washington County,8,3018,Montgomery
3036,39051,OH,Fulton County,2,3719,Columbus
3037,23019,ME,Penobscot County,3,21460,Augusta
3038,13225,GA,Peach County,6,5522,Atlanta
3039,12129,FL,Wakulla County,2,3728,Tallahassee
3040,41067,OR,Washington County,1,51702,Salem
3041,18145,IN,Shelby County,1,5340,Indianapolis
3042,42053,PA,Forest County,9,1172,Harrisburg
3043,19017,IA,Bremer County,3,1557,Des Moines
3044,21179,KY,Nelson County,1,5236,Frankfort
3045,19191,IA,Winneshiek County,7,1709,Des Moines
3046,12047,FL,Hamilton County,6,3363,Tallahassee
3047,48501,TX,Yoakum County,7,1025,Austin
3048,45067,SC,Marion County,6,7915,Columbia
3049,21059,KY,Daviess County,3,15895,Frankfort
3050,26101,MI,Manistee County,7,3255,Lansing
3051,13149,GA,Heard County,1,2227,Atlanta
3052,19065,IA,Fayette County,6,2449,Des Moines
3053,45015,SC,Berkeley County,2,25313,Columbia
3054,21017,KY,Bourbon County,2,3466,Frankfort
3055,37195,NC,Wilson County,4,17798,Raleigh
3056,6041,CA,Marin County,1,19932,Sacramento
3057,5111,AR,Poinsett County,3,5352,Little Rock
3058,29207,MO,Stoddard County,7,5545,Jefferson City
3059,49013,UT,Duchesne County,6,2765,Salt Lake City
3060,47055,TN,Giles County,6,4751,Nashville
3061,18023,IN,Clinton County,6,4317,Indianapolis
3062,29047,MO,Clay County,1,19868,Jefferson City
3063,22045,LA,Iberia Parish,4,16885,
3064,48193,TX,Hamilton County,6,1229,Austin
3065,21069,KY,Fleming County,7,3066,Frankfort
3066,29219,MO,Warren County,1,3935,Jefferson City
3067,37143,NC,Perquimans County,9,2239,Raleigh
3068,42031,PA,Clarion County,6,5628,Harrisburg
3069,1069,AL,Houston County,3,19878,Montgomery
3070,18169,IN,Wabash County,6,3428,Indianapolis
3071,48079,TX,Cochran County,9,665,Austin
3072,29003,MO,Andrew County,3,1657,Jefferson City
3073,54035,WV,Jackson County,6,4546,Charleston
3074,27165,MN,Watonwan County,7,1216,Saint Paul
3075,40029,OK,Coal County,9,1222,Oklahoma City
3076,27111,MN,Otter Tail County,6,5976,Saint Paul
3077,51830,VA,Williamsburg city,1,2275,Richmond
3078,48191,TX,Hall County,9,795,Austin
3079,51021,VA,Bland County,8,800,Richmond
3080,39009,OH,Athens County,4,16044,Columbus
3081,8005,CO,Arapahoe County,1,56898,Denver
3082,39049,OH,Franklin County,1,205476,Columbus
3083,46017,SD,Buffalo County,9,804,
3084,17023,IL,Clark County,6,1884,Springfield
3085,47027,TN,Clay County,8,1681,Nashville
3086,26145,MI,Saginaw County,3,33068,Lansing
3087,41025,OR,Harney County,7,1171,Salem
3088,51157,VA,Rappahannock County,8,729,Richmond
3089,39063,OH,Hancock County,4,7385,Columbus
3090,17115,IL,Macon County,3,17760,Springfield
3091,29103,MO,Knox County,9,728,Jefferson City
3092,51137,VA,Orange County,6,3212,Richmond
3093,26085,MI,Lake County,8,2430,Lansing
3094,37031,NC,Carteret County,4,8321,Raleigh
3095,16035,ID,Clearwater County,6,1241,Boise
3096,55113,WI,Sawyer County,9,2434,Madison
3097,48435,TX,Sutton County,7,542,Austin
3098,54039,WV,Kanawha County,2,30852,Charleston
3099,6017,CA,El Dorado County,1,16073,Sacramento
3100,35031,NM,McKinley County,4,25540,Santa Fe
3101,20187,KS,Stanton County,9,220,Topeka
3102,48461,TX,Upton County,8,491,Austin
3103,39021,OH,Champaign County,6,4194,Columbus
3104,48083,TX,Coleman County,6,1681,Austin
3105,21191,KY,Pendleton County,1,2069,Frankfort
3106,13187,GA,Lumpkin County,6,4711,Atlanta
3107,51191,VA,Washington County,3,7744,Richmond
3108,18113,IN,Noble County,6,5308,Indianapolis
3109,42125,PA,Washington County,1,19752,Harrisburg
3110,1043,AL,Cullman County,6,12133,Montgomery
3111,13157,GA,Jackson County,6,8097,Atlanta
3112,23027,ME,Waldo County,6,5514,Augusta
3113,45029,SC,Colleton County,6,8774,Columbia
3114,20147,KS,Phillips County,7,673,Topeka
3115,25009,MA,Essex County,1,81646,Boston
3116,47023,TN,Chester County,3,2573,Nashville
3117,51081,VA,Greensville County,6,2119,Richmond
3118,29077,MO,Greene County,2,45710,Jefferson City
3119,46073,SD,Jerauld County,9,240,
3120,18157,IN,Tippecanoe County,3,30478,Indianapolis
3121,31075,NE,Grant County,9,64,Lincoln
3122,5049,AR,Fulton County,9,2767,Little Rock
3123,51610,VA,Falls Church city,1,509,Richmond
3124,40021,OK,Cherokee County,6,10863,Oklahoma City
3125,29011,MO,Barton County,6,1899,Jefferson City
3126,12033,FL,Escambia County,2,45044,Tallahassee
3127,26027,MI,Cass County,2,6579,Lansing
3128,13171,GA,Lamar County,1,3142,Atlanta
3129,40089,OK,McCurtain County,7,8299,Oklahoma City
3130,30093,MT,Silver Bow County,5,5193,Helena
3131,55101,WI,Racine County,3,25798,Madison
3132,21217,KY,Taylor County,7,5098,Frankfort
3133,22047,LA,Iberville Parish,2,6615,
3134,26139,MI,Ottawa County,3,24520,Lansing
3135,19155,IA,Pottawattamie County,2,9395,Des Moines
