d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population,short name
2593,41045,OR,Malheur County,6,6222,4028977,OR
2594,51683,VA,Manassas city,1,3980,8382993,VA
2595,13029,GA,Bryan County,2,3456,10214860,GA
2596,27115,MN,Pine County,6,3306,5489594,MN
2597,48203,TX,Harrison County,4,11328,27469114,ustx
2598,37039,NC,Cherokee County,9,5057,10042802,NC
2599,17013,IL,Calhoun County,1,585,12859995,IL
2600,39145,OH,Scioto County,4,16051,11613423,OH
2601,26143,MI,Roscommon County,7,4129,9922576,MI
2602,35061,NM,Valencia County,2,13746,2085109,NM
2603,19179,IA,Wapello County,5,5634,3046355,IA
2604,55003,WI,Ashland County,7,2179,5771337,WI
2605,45033,SC,Dillon County,6,7757,4896146,SC
2606,29143,MO,New Madrid County,7,4381,6083672,MO
2607,1073,AL,Jefferson County,1,98463,4858979,AL
2608,48257,TX,Kaufman County,1,13328,27469114,ustx
2609,40037,OK,Creek County,2,10895,3911338,OK
2610,48319,TX,Mason County,9,543,27469114,ustx
2611,20191,KS,Sumner County,2,3091,2911641,KS
2612,29187,MO,St. Francois County,4,9726,6083672,MO
2613,22031,LA,De Soto Parish,2,5669,3976322,LA
2614,42003,PA,Allegheny County,1,137017,12802503,PA
2615,47165,TN,Sumner County,1,17288,6600299,TN
2616,37017,NC,Bladen County,6,8794,10042802,NC
2617,17173,IL,Shelby County,6,2521,12859995,IL
2618,18075,IN,Jay County,6,2878,6619680,IN
2619,13063,GA,Clayton County,1,57057,10214860,GA
2620,29079,MO,Grundy County,7,1680,6083672,MO
2621,31003,NE,Antelope County,9,707,1896190,NE
2622,19085,IA,Harrison County,2,1518,3046355,IA
2623,17055,IL,Franklin County,5,8276,12859995,IL
2624,5017,AR,Chicot County,7,3066,2978204,AR
2625,13073,GA,Columbia County,2,10512,10214860,GA
2626,30067,MT,Park County,7,1877,1032949,MT
2627,55059,WI,Kenosha County,1,21222,5771337,WI
2628,2282,AK,Yakutat Borough,9,101,738432,AK
2629,39091,OH,Logan County,4,5420,11613423,OH
2630,18125,IN,Pike County,6,1392,6619680,IN
2631,48059,TX,Callahan County,3,2032,27469114,ustx
2632,30077,MT,Powell County,7,929,1032949,MT
2633,1023,AL,Choctaw County,9,2910,4858979,AL
2634,47045,TN,Dyer County,5,7402,6600299,TN
2635,8089,CO,Otero County,6,4209,5456574,Colo.
2636,21159,KY,Martin County,8,4115,4425092,KY
2637,24011,MD,Caroline County,6,4955,6006401,Md.
2638,28091,MS,Marion County,6,6614,2992333,MS
2639,51690,VA,Martinsville city,4,3035,8382993,VA
2640,51685,VA,Manassas Park city,1,1231,8382993,VA
2641,51047,VA,Culpeper County,6,4766,8382993,VA
2642,29183,MO,St. Charles County,1,20198,6083672,MO
2643,47011,TN,Bradley County,3,14448,6600299,TN
2644,48361,TX,Orange County,2,11751,27469114,ustx
2645,31079,NE,Hall County,5,7652,1896190,NE
2646,19137,IA,Montgomery County,6,1287,3046355,IA
2647,41011,OR,Coos County,5,10946,4028977,OR
2648,20027,KS,Clay County,7,819,2911641,KS
2649,13233,GA,Polk County,6,7609,10214860,GA
2650,44001,RI,Bristol County,1,3833,1056298,R.I.
2651,34029,NJ,Ocean County,1,64493,8958013,NJ
2652,12043,FL,Glades County,6,2672,20271272,Fla.
2653,13271,GA,Telfair County,7,3916,10214860,GA
2654,27081,MN,Lincoln County,9,721,5489594,MN
2655,21057,KY,Cumberland County,9,1679,4425092,KY
2656,51750,VA,Radford city,3,3931,8382993,VA
2657,51710,VA,Norfolk city,1,45219,8382993,VA
2658,34027,NJ,Morris County,1,26615,8958013,NJ
2659,48105,TX,Crockett County,7,612,27469114,ustx
2660,34035,NJ,Somerset County,1,17318,8958013,NJ
2661,39067,OH,Harrison County,6,2521,11613423,OH
2662,12085,FL,Martin County,2,17584,20271272,Fla.
2663,53069,WA,Wahkiakum County,8,523,7170351,Wash.
2664,27009,MN,Benton County,3,3345,5489594,MN
2665,30087,MT,Rosebud County,9,1525,1032949,MT
2666,16011,ID,Bingham County,6,6181,1654930,ID
2667,46067,SD,Hutchinson County,8,872,1394928,
2668,47115,TN,Marion County,2,5157,6600299,TN
2669,48009,TX,Archer County,3,909,27469114,ustx
2670,42055,PA,Franklin County,4,13779,12802503,PA
2671,26005,MI,Allegan County,4,10303,9922576,MI
2672,50011,VT,Franklin County,3,5053,626042,VT
2673,20151,KS,Pratt County,7,1048,2911641,KS
2674,34011,NJ,Cumberland County,3,26321,8958013,NJ
2675,40033,OK,Cotton County,6,994,3911338,OK
2676,21043,KY,Carter County,6,5932,4425092,KY
2677,21211,KY,Shelby County,1,5178,4425092,KY
2678,51183,VA,Sussex County,1,2070,8382993,VA
2679,21019,KY,Boyd County,2,8356,4425092,KY
2680,31063,NE,Frontier County,9,312,1896190,NE
2681,5095,AR,Monroe County,7,1909,2978204,AR
2682,51530,VA,Buena Vista city,6,975,8382993,VA
2683,16071,ID,Oneida County,8,563,1654930,ID
2684,28151,MS,Washington County,5,15883,2992333,MS
2685,18025,IN,Crawford County,8,1797,6619680,IN
2686,25003,MA,Berkshire County,3,13182,6794422,MA
2687,20029,KS,Cloud County,7,1142,2911641,KS
2688,13215,GA,Muscogee County,2,41006,10214860,GA
2689,16029,ID,Caribou County,6,769,1654930,ID
2690,22069,LA,Natchitoches Parish,6,11773,3976322,LA
2691,22025,LA,Catahoula Parish,9,2485,3976322,LA
2692,13265,GA,Taliaferro County,8,457,10214860,GA
2693,17089,IL,Kane County,1,55134,12859995,IL
2694,48375,TX,Potter County,3,25040,27469114,ustx
2695,31033,NE,Cheyenne County,7,935,1896190,NE
2696,21051,KY,Clay County,7,7945,4425092,KY
2697,37095,NC,Hyde County,9,1067,10042802,NC
2698,22087,LA,St. Bernard Parish,1,10604,3976322,LA
2699,51730,VA,Petersburg city,1,7884,8382993,VA
2700,5021,AR,Clay County,7,2807,2978204,AR
2701,18099,IN,Marshall County,6,5490,6619680,IN
2702,51161,VA,Roanoke County,2,6774,8382993,VA
2703,37181,NC,Vance County,4,10552,10042802,NC
2704,21189,KY,Owsley County,9,1980,4425092,KY
2705,35039,NM,Rio Arriba County,6,8953,2085109,NM
2706,19095,IA,Iowa County,8,1156,3046355,IA
2707,5027,AR,Columbia County,7,5330,2978204,AR
2708,17135,IL,Montgomery County,6,4220,12859995,IL
2709,51093,VA,Isle of Wight County,1,3430,8382993,VA
2710,51007,VA,Amelia County,1,1328,8382993,VA
2711,55045,WI,Green County,6,3002,5771337,WI
2712,17093,IL,Kendall County,1,5778,12859995,IL
2713,12109,FL,St. Johns County,1,17838,20271272,Fla.
2714,8057,CO,Jackson County,9,191,5456574,Colo.
2715,48373,TX,Polk County,6,8845,27469114,ustx
2716,1093,AL,Marion County,8,5386,4858979,AL
2717,21009,KY,Barren County,6,9397,4425092,KY
2718,19187,IA,Webster County,5,4874,3046355,IA
2719,18165,IN,Vermillion County,3,2039,6619680,IN
2720,25017,MA,Middlesex County,1,117964,6794422,MA
2721,22039,LA,Evangeline Parish,6,9463,3976322,LA
2722,1009,AL,Blount County,1,8033,4858979,AL
2723,30007,MT,Broadwater County,9,604,1032949,MT
2724,45003,SC,Aiken County,2,28039,4896146,SC
2725,54033,WV,Harrison County,5,9851,1844128,WV
2726,47139,TN,Polk County,3,2670,6600299,TN
2727,21181,KY,Nicholas County,8,1376,4425092,KY
2728,19109,IA,Kossuth County,7,1696,3046355,IA
2729,17185,IL,Wabash County,6,1529,12859995,IL
2730,31135,NE,Perkins County,9,301,1896190,NE
2731,45085,SC,Sumter County,3,21320,4896146,SC
2732,48201,TX,Harris County,1,752261,27469114,ustx
2733,46013,SD,Brown County,5,4025,1394928,
2734,40145,OK,Wagoner County,2,8725,3911338,OK
2735,22083,LA,Richland Parish,6,5299,3976322,LA
2736,16059,ID,Lemhi County,7,1351,1654930,ID
2737,1101,AL,Montgomery County,2,40760,4858979,AL
2738,19141,IA,O'Brien County,7,1381,3046355,IA
2739,37197,NC,Yadkin County,2,5202,10042802,NC
2740,36003,NY,Allegany County,7,7836,19795791,N.Y.
2741,19101,IA,Jefferson County,7,2311,3046355,IA
2742,22017,LA,Caddo Parish,2,63909,3976322,LA
2743,22119,LA,Webster Parish,6,9276,3976322,LA
2744,48003,TX,Andrews County,6,2073,27469114,ustx
2745,37045,NC,Cleveland County,4,19594,10042802,NC
2746,20179,KS,Sheridan County,9,284,2911641,KS
2747,48369,TX,Parmer County,7,1500,27469114,ustx
2748,13035,GA,Butts County,1,3586,10214860,GA
2749,48085,TX,Collin County,1,58619,27469114,ustx
2750,46027,SD,Clay County,6,2393,1394928,
2751,1039,AL,Covington County,7,7228,4858979,AL
2752,17191,IL,Wayne County,7,2272,12859995,IL
2753,1071,AL,Jackson County,6,9007,4858979,AL
2754,53023,WA,Garfield County,8,308,7170351,Wash.
2755,13289,GA,Twiggs County,3,1893,10214860,GA
2756,47067,TN,Hancock County,8,1983,6600299,TN
2757,20077,KS,Harper County,8,809,2911641,KS
2758,36039,NY,Greene County,6,7278,19795791,N.Y.
2759,37013,NC,Beaufort County,6,8925,10042802,NC
2760,13315,GA,Wilcox County,9,2115,10214860,GA
2761,31115,NE,Loup County,9,94,1896190,NE
2762,55043,WI,Grant County,6,7919,5771337,WI
2763,8013,CO,Boulder County,2,33749,5456574,Colo.
2764,19003,IA,Adams County,9,452,3046355,IA
2765,28029,MS,Copiah County,2,7517,2992333,MS
2766,48041,TX,Brazos County,3,51022,27469114,ustx
2767,5097,AR,Montgomery County,8,1956,2978204,AR
2768,31077,NE,Greeley County,9,333,1896190,NE
2769,17073,IL,Henry County,2,5556,12859995,IL
2770,48433,TX,Stonewall County,8,217,27469114,ustx
2771,54041,WV,Lewis County,7,2939,1844128,WV
2772,27077,MN,Lake of the Woods County,9,408,5489594,MN
2773,16049,ID,Idaho County,6,2531,1654930,ID
2774,55047,WI,Green Lake County,6,2153,5771337,WI
2775,33001,NH,Belknap County,4,5949,1330608,NH
2776,35051,NM,Sierra County,6,2940,2085109,NM
2777,39057,OH,Greene County,2,18975,11613423,OH
2778,5043,AR,Drew County,7,3387,2978204,AR
2779,55141,WI,Wood County,4,7088,5771337,WI
2780,38045,ND,LaMoure County,9,468,756927,ND
2781,20197,KS,Wabaunsee County,3,549,2911641,KS
2782,55135,WI,Waupaca County,6,5318,5771337,WI
2783,6019,CA,Fresno County,2,245131,39144818,Cal.
2784,22065,LA,Madison Parish,7,4103,3976322,LA
2785,21011,KY,Bath County,8,3034,4425092,KY
2786,18017,IN,Cass County,4,4648,6619680,IN
2787,17035,IL,Cumberland County,9,1323,12859995,IL
2788,5149,AR,Yell County,6,3817,2978204,AR
2789,8123,CO,Weld County,3,33377,5456574,Colo.
2790,48055,TX,Caldwell County,1,6552,27469114,ustx
2791,55131,WI,Washington County,1,7496,5771337,WI
2792,21147,KY,McCreary County,9,6168,4425092,KY
2793,53003,WA,Asotin County,3,3225,7170351,Wash.
2794,54045,WV,Logan County,6,8075,1844128,WV
2795,48097,TX,Cooke County,6,5330,27469114,ustx
2796,21165,KY,Menifee County,9,1513,4425092,KY
2797,48015,TX,Austin County,1,4213,27469114,ustx
2798,41007,OR,Clatsop County,4,4919,4028977,OR
2799,26037,MI,Clinton County,2,6509,9922576,MI
2800,1033,AL,Colbert County,3,8982,4858979,AL
2801,56005,WY,Campbell County,5,4067,586107,WY
2802,16003,ID,Adams County,8,580,1654930,ID
2803,17139,IL,Moultrie County,6,1444,12859995,IL
2804,51035,VA,Carroll County,6,4775,8382993,VA
2805,51099,VA,King George County,8,1728,8382993,VA
2806,29055,MO,Crawford County,6,4449,6083672,MO
2807,20155,KS,Reno County,4,8844,2911641,KS
2808,45043,SC,Georgetown County,4,9222,4896146,SC
2809,19029,IA,Cass County,6,1654,3046355,IA
2810,6089,CA,Shasta County,3,30359,39144818,Cal.
2811,39075,OH,Holmes County,7,5041,11613423,OH
2812,35019,NM,Guadalupe County,7,955,2085109,NM
2813,47127,TN,Moore County,9,678,6600299,TN
2814,55107,WI,Rusk County,6,1920,5771337,WI
2815,42079,PA,Luzerne County,2,44618,12802503,PA
2816,39097,OH,Madison County,1,4576,11613423,OH
2817,31091,NE,Hooker County,9,56,1896190,NE
2818,49053,UT,Washington County,3,19795,2763885,UT
2819,21117,KY,Kenton County,1,20493,4425092,KY
2820,13177,GA,Lee County,3,3190,10214860,GA
2821,20145,KS,Pawnee County,7,840,2911641,KS
2822,55139,WI,Winnebago County,3,18883,5771337,WI
2823,48437,TX,Swisher County,6,1511,27469114,ustx
2824,17101,IL,Lawrence County,7,2566,12859995,IL
2825,51197,VA,Wythe County,6,4135,8382993,VA
2826,25015,MA,Hampshire County,2,16535,6794422,MA
2827,22103,LA,St. Tammany Parish,1,24598,3976322,LA
2828,28041,MS,Greene County,8,2642,2992333,MS
2829,51053,VA,Dinwiddie County,1,3565,8382993,VA
2830,29101,MO,Johnson County,4,7187,6083672,MO
2831,55023,WI,Crawford County,7,2212,5771337,WI
2832,26151,MI,Sanilac County,6,6359,9922576,MI
2833,54021,WV,Gilmer County,9,1706,1844128,WV
2834,30023,MT,Deer Lodge County,7,1574,1032949,MT
2835,5109,AR,Pike County,9,1927,2978204,AR
2836,31113,NE,Logan County,9,79,1896190,NE
2837,20149,KS,Pottawatomie County,6,1917,2911641,KS
2838,55011,WI,Buffalo County,8,1369,5771337,WI
2839,19189,IA,Winnebago County,7,1072,3046355,IA
2840,37071,NC,Gaston County,1,33562,10042802,NC
2841,37001,NC,Alamance County,3,25014,10042802,NC
2842,40151,OK,Woods County,7,1105,3911338,OK
2843,4013,AZ,Maricopa County,1,624923,6828065,AZ
2844,53019,WA,Ferry County,9,1602,7170351,Wash.
2845,48081,TX,Coke County,8,501,27469114,ustx
2846,8027,CO,Custer County,8,605,5456574,Colo.
2847,4023,AZ,Santa Cruz County,4,9569,6828065,AZ
2848,28101,MS,Newton County,7,4563,2992333,MS
2849,28097,MS,Montgomery County,7,2433,2992333,MS
2850,31001,NE,Adams County,5,3835,1896190,NE
2851,16083,ID,Twin Falls County,5,11954,1654930,ID
2852,17077,IL,Jackson County,5,12930,12859995,IL
2853,31097,NE,Johnson County,8,520,1896190,NE
2854,39129,OH,Pickaway County,1,6905,11613423,OH
2855,40149,OK,Washita County,7,1784,3911338,OK
2856,13045,GA,Carroll County,1,16713,10214860,GA
2857,22095,LA,St. John the Baptist Parish,1,7959,3976322,LA
2858,42035,PA,Clinton County,6,6543,12802503,PA
2859,31069,NE,Garden County,9,308,1896190,NE
2860,39039,OH,Defiance County,4,3876,11613423,OH
2861,53053,WA,Pierce County,1,102303,7170351,Wash.
2862,13143,GA,Haralson County,1,5306,10214860,GA
2863,42127,PA,Wayne County,6,6427,12802503,PA
2864,27039,MN,Dodge County,3,1560,5489594,MN
2865,39025,OH,Clermont County,1,21281,11613423,OH
2866,19195,IA,Worth County,9,662,3046355,IA
2867,55017,WI,Chippewa County,3,7042,5771337,WI
2868,17069,IL,Hardin County,9,857,12859995,IL
2869,46077,SD,Kingsbury County,9,457,1394928,
2870,51181,VA,Surry County,1,876,8382993,VA
2871,34039,NJ,Union County,1,58425,8958013,NJ
2872,8045,CO,Garfield County,5,5276,5456574,Colo.
2873,30085,MT,Roosevelt County,7,2659,1032949,MT
2874,28087,MS,Lowndes County,5,12346,2992333,MS
2875,40147,OK,Washington County,4,7333,3911338,OK
2876,37171,NC,Surry County,4,12102,10042802,NC
2877,48007,TX,Aransas County,2,4751,27469114,ustx
2878,35025,NM,Lea County,5,12179,2085109,NM
2879,17103,IL,Lee County,4,4148,12859995,IL
2880,46061,SD,Hanson County,8,282,1394928,
2881,48163,TX,Frio County,6,4005,27469114,ustx
2882,53025,WA,Grant County,4,14842,7170351,Wash.
2883,37151,NC,Randolph County,2,20481,10042802,NC
2884,13217,GA,Newton County,1,18463,10214860,GA
2885,36043,NY,Herkimer County,2,9968,19795791,N.Y.
2886,31173,NE,Thurston County,8,1777,1896190,NE
2887,5081,AR,Little River County,6,2148,2978204,AR
2888,29115,MO,Linn County,7,1927,6083672,MO
2889,38005,ND,Benson County,9,1961,756927,ND
2890,27123,MN,Ramsey County,1,73203,5489594,MN
2891,47057,TN,Grainger County,3,4563,6600299,TN
2892,55053,WI,Jackson County,6,2132,5771337,WI
2893,50023,VT,Washington County,4,6080,626042,VT
2894,17141,IL,Ogle County,4,5167,12859995,IL
2895,35009,NM,Curry County,5,9216,2085109,NM
2896,47179,TN,Washington County,3,18319,6600299,TN
2897,6011,CA,Colusa County,6,2375,39144818,Cal.
2898,22081,LA,Red River Parish,6,2194,3976322,LA
2899,17039,IL,De Witt County,6,1686,12859995,IL
2900,40133,OK,Seminole County,7,5562,3911338,OK
2901,49057,UT,Weber County,2,26535,2763885,UT
2902,37093,NC,Hoke County,2,10177,10042802,NC
2903,6033,CA,Lake County,4,13065,39144818,Cal.
2904,45035,SC,Dorchester County,2,14329,4896146,SC
2905,8107,CO,Routt County,7,1766,5456574,Colo.
2906,18151,IN,Steuben County,7,3493,6619680,IN
2907,13037,GA,Calhoun County,8,1541,10214860,GA
2908,5033,AR,Crawford County,2,10322,2978204,AR
2909,6043,CA,Mariposa County,8,3077,39144818,Cal.
2910,19105,IA,Jones County,3,2012,3046355,IA
2911,42113,PA,Sullivan County,8,768,12802503,PA
2912,28089,MS,Madison County,2,12426,2992333,MS
2913,31171,NE,Thomas County,9,99,1896190,NE
2914,31095,NE,Jefferson County,7,757,1896190,NE
2915,55037,WI,Florence County,9,540,5771337,WI
2916,31119,NE,Madison County,5,4867,1896190,NE
2917,55007,WI,Bayfield County,8,1821,5771337,WI
2918,22093,LA,St. James Parish,6,4038,3976322,LA
2919,31027,NE,Cedar County,9,803,1896190,NE
2920,47021,TN,Cheatham County,1,4375,6600299,TN
2921,33003,NH,Carroll County,8,4896,1330608,NH
2922,19143,IA,Osceola County,7,625,3046355,IA
2923,29227,MO,Worth County,9,279,6083672,MO
2924,42059,PA,Greene County,6,5362,12802503,PA
2925,17105,IL,Livingston County,4,4823,12859995,IL
2926,1003,AL,Baldwin County,4,24005,4858979,AL
2927,40071,OK,Kay County,5,7252,3911338,OK
2928,18015,IN,Carroll County,3,2033,6619680,IN
2929,30089,MT,Sanders County,8,2005,1032949,MT
2930,26133,MI,Osceola County,7,4325,9922576,MI
2931,53077,WA,Yakima County,3,44819,7170351,Wash.
2932,47135,TN,Perry County,8,1728,6600299,TN
2933,29087,MO,Holt County,8,612,6083672,MO
2934,36063,NY,Niagara County,1,26152,19795791,N.Y.
2935,22059,LA,La Salle Parish,6,2653,3976322,LA
2936,54087,WV,Roane County,6,3100,1844128,WV
2937,30079,MT,Prairie County,9,140,1032949,MT
2938,38029,ND,Emmons County,8,455,756927,ND
2939,17149,IL,Pike County,7,2506,12859995,IL
2940,17189,IL,Washington County,6,1290,12859995,IL
2941,26065,MI,Ingham County,2,54343,9922576,MI
2942,12005,FL,Bay County,3,26845,20271272,Fla.
2943,17119,IL,Madison County,1,34772,12859995,IL
2944,28079,MS,Leake County,6,5218,2992333,MS
2945,29005,MO,Atchison County,9,665,6083672,MO
2946,18037,IN,Dubois County,7,2730,6619680,IN
2947,26115,MI,Monroe County,3,14819,9922576,MI
2948,34001,NJ,Atlantic County,2,37734,8958013,NJ
2949,20181,KS,Sherman County,7,841,2911641,KS
2950,48317,TX,Martin County,6,738,27469114,ustx
2951,48327,TX,Menard County,8,446,27469114,ustx
2952,26163,MI,Wayne County,1,395250,9922576,MI
2953,28011,MS,Bolivar County,5,10927,2992333,MS
2954,28027,MS,Coahoma County,5,9567,2992333,MS
2955,41071,OR,Yamhill County,1,11607,4028977,OR
2956,29039,MO,Cedar County,6,2739,6083672,MO
2957,39003,OH,Allen County,3,15101,11613423,OH
2958,29105,MO,Laclede County,6,5480,6083672,MO
2959,31031,NE,Cherry County,7,685,1896190,NE
2960,27093,MN,Meeker County,6,1604,5489594,MN
2961,55029,WI,Door County,6,2250,5771337,WI
2962,55071,WI,Manitowoc County,4,7229,5771337,WI
2963,30103,MT,Treasure County,8,71,1032949,MT
2964,21129,KY,Lee County,9,2487,4425092,KY
2965,19025,IA,Calhoun County,9,1138,3046355,IA
2966,48353,TX,Nolan County,6,2697,27469114,ustx
2967,30011,MT,Carter County,9,164,1032949,MT
2968,48175,TX,Goliad County,3,1059,27469114,ustx
2969,48425,TX,Somervell County,8,931,27469114,ustx
2970,48217,TX,Hill County,6,5542,27469114,ustx
2971,35057,NM,Torrance County,2,4001,2085109,NM
2972,31149,NE,Rock County,9,186,1896190,NE
2973,23025,ME,Somerset County,6,9749,1328361,ME
2974,48111,TX,Dallam County,7,793,27469114,ustx
2975,21145,KY,McCracken County,5,11962,4425092,KY
2976,13321,GA,Worth County,3,4334,10214860,GA
2977,31061,NE,Franklin County,9,393,1896190,NE
2978,49051,UT,Wasatch County,6,1668,2763885,UT
2979,54067,WV,Nicholas County,6,5359,1844128,WV
2980,48031,TX,Blanco County,8,1207,27469114,ustx
2981,32510,NV,Carson City,3,6727,2890845,NV
2982,37079,NC,Greene County,3,4422,10042802,NC
2983,4009,AZ,Graham County,6,7854,6828065,AZ
2984,21067,KY,Fayette County,2,54406,4425092,KY
2985,16037,ID,Custer County,9,639,1654930,ID
2986,49039,UT,Sanpete County,6,4520,2763885,UT
2987,19161,IA,Sac County,9,1124,3046355,IA
2988,29015,MO,Benton County,9,3330,6083672,MO
2989,51770,VA,Roanoke city,2,21886,8382993,VA
2990,36119,NY,Westchester County,1,95327,19795791,N.Y.
2991,21103,KY,Henry County,1,2886,4425092,KY
2992,6051,CA,Mono County,7,1583,39144818,Cal.
2993,13021,GA,Bibb County,3,38547,10214860,GA
2994,51059,VA,Fairfax County,1,67736,8382993,VA
2995,19175,IA,Union County,6,1586,3046355,IA
2996,13031,GA,Bulloch County,4,16650,10214860,GA
2997,51001,VA,Accomack County,7,6493,8382993,VA
2998,54053,WV,Mason County,6,4671,1844128,WV
2999,21083,KY,Graves County,7,7571,4425092,KY
3000,48347,TX,Nacogdoches County,5,15402,27469114,ustx
3001,29017,MO,Bollinger County,9,2076,6083672,MO
3002,48287,TX,Lee County,6,2105,27469114,ustx
3003,20157,KS,Republic County,9,524,2911641,KS
3004,29186,MO,Ste. Genevieve County,6,2069,6083672,MO
3005,49005,UT,Cache County,3,15209,2763885,UT
3006,37023,NC,Burke County,2,15310,10042802,NC
3007,48429,TX,Stephens County,7,1876,27469114,ustx
3008,40043,OK,Dewey County,9,623,3911338,OK
3009,19043,IA,Clayton County,8,1709,3046355,IA
3010,32021,NV,Mineral County,7,801,2890845,NV
3011,47065,TN,Hamilton County,2,47050,6600299,TN
3012,13245,GA,Richmond County,2,48929,10214860,GA
3013,53061,WA,Snohomish County,1,62396,7170351,Wash.
3014,18177,IN,Wayne County,5,10859,6619680,IN
3015,36083,NY,Rensselaer County,2,17978,19795791,N.Y.
3016,6039,CA,Madera County,3,30029,39144818,Cal.
3017,40115,OK,Ottawa County,6,5858,3911338,OK
3018,39103,OH,Medina County,1,11394,11613423,OH
3019,42081,PA,Lycoming County,3,16033,12802503,PA
3020,35013,NM,Dona Ana County,3,53719,2085109,NM
3021,12127,FL,Volusia County,2,73420,20271272,Fla.
3022,45053,SC,Jasper County,6,5570,4896146,SC
3023,13075,GA,Cook County,6,4268,10214860,GA
3024,31101,NE,Keith County,7,1019,1896190,NE
3025,13019,GA,Berrien County,6,4179,10214860,GA
3026,48247,TX,Jim Hogg County,6,1431,27469114,ustx
3027,29091,MO,Howell County,7,8110,6083672,MO
3028,22111,LA,Union Parish,3,4422,3976322,LA
3029,29037,MO,Cass County,1,8792,6083672,MO
3030,48357,TX,Ochiltree County,7,1170,27469114,ustx
3031,38087,ND,Slope County,9,86,756927,ND
3032,22091,LA,St. Helena Parish,2,2558,3976322,LA
3033,27119,MN,Polk County,3,4410,5489594,MN
3034,48103,TX,Crane County,6,488,27469114,ustx
3035,1129,AL,Washington County,8,3018,4858979,AL
3036,39051,OH,Fulton County,2,3719,11613423,OH
3037,23019,ME,Penobscot County,3,21460,1328361,ME
3038,13225,GA,Peach County,6,5522,10214860,GA
3039,12129,FL,Wakulla County,2,3728,20271272,Fla.
3040,41067,OR,Washington County,1,51702,4028977,OR
3041,18145,IN,Shelby County,1,5340,6619680,IN
3042,42053,PA,Forest County,9,1172,12802503,PA
3043,19017,IA,Bremer County,3,1557,3046355,IA
3044,21179,KY,Nelson County,1,5236,4425092,KY
3045,19191,IA,Winneshiek County,7,1709,3046355,IA
3046,12047,FL,Hamilton County,6,3363,20271272,Fla.
3047,48501,TX,Yoakum County,7,1025,27469114,ustx
3048,45067,SC,Marion County,6,7915,4896146,SC
3049,21059,KY,Daviess County,3,15895,4425092,KY
3050,26101,MI,Manistee County,7,3255,9922576,MI
3051,13149,GA,Heard County,1,2227,10214860,GA
3052,19065,IA,Fayette County,6,2449,3046355,IA
3053,45015,SC,Berkeley County,2,25313,4896146,SC
3054,21017,KY,Bourbon County,2,3466,4425092,KY
3055,37195,NC,Wilson County,4,17798,10042802,NC
3056,6041,CA,Marin County,1,19932,39144818,Cal.
3057,5111,AR,Poinsett County,3,5352,2978204,AR
3058,29207,MO,Stoddard County,7,5545,6083672,MO
3059,49013,UT,Duchesne County,6,2765,2763885,UT
3060,47055,TN,Giles County,6,4751,6600299,TN
3061,18023,IN,Clinton County,6,4317,6619680,IN
3062,29047,MO,Clay County,1,19868,6083672,MO
3063,22045,LA,Iberia Parish,4,16885,3976322,LA
3064,48193,TX,Hamilton County,6,1229,27469114,ustx
3065,21069,KY,Fleming County,7,3066,4425092,KY
3066,29219,MO,Warren County,1,3935,6083672,MO
3067,37143,NC,Perquimans County,9,2239,10042802,NC
3068,42031,PA,Clarion County,6,5628,12802503,PA
3069,1069,AL,Houston County,3,19878,4858979,AL
3070,18169,IN,Wabash County,6,3428,6619680,IN
3071,48079,TX,Cochran County,9,665,27469114,ustx
3072,29003,MO,Andrew County,3,1657,6083672,MO
3073,54035,WV,Jackson County,6,4546,1844128,WV
3074,27165,MN,Watonwan County,7,1216,5489594,MN
3075,40029,OK,Coal County,9,1222,3911338,OK
3076,27111,MN,Otter Tail County,6,5976,5489594,MN
3077,51830,VA,Williamsburg city,1,2275,8382993,VA
3078,48191,TX,Hall County,9,795,27469114,ustx
3079,51021,VA,Bland County,8,800,8382993,VA
3080,39009,OH,Athens County,4,16044,11613423,OH
3081,8005,CO,Arapahoe County,1,56898,5456574,Colo.
3082,39049,OH,Franklin County,1,205476,11613423,OH
3083,46017,SD,Buffalo County,9,804,1394928,
3084,17023,IL,Clark County,6,1884,12859995,IL
3085,47027,TN,Clay County,8,1681,6600299,TN
3086,26145,MI,Saginaw County,3,33068,9922576,MI
3087,41025,OR,Harney County,7,1171,4028977,OR
3088,51157,VA,Rappahannock County,8,729,8382993,VA
3089,39063,OH,Hancock County,4,7385,11613423,OH
3090,17115,IL,Macon County,3,17760,12859995,IL
3091,29103,MO,Knox County,9,728,6083672,MO
3092,51137,VA,Orange County,6,3212,8382993,VA
3093,26085,MI,Lake County,8,2430,9922576,MI
3094,37031,NC,Carteret County,4,8321,10042802,NC
3095,16035,ID,Clearwater County,6,1241,1654930,ID
3096,55113,WI,Sawyer County,9,2434,5771337,WI
3097,48435,TX,Sutton County,7,542,27469114,ustx
3098,54039,WV,Kanawha County,2,30852,1844128,WV
3099,6017,CA,El Dorado County,1,16073,39144818,Cal.
3100,35031,NM,McKinley County,4,25540,2085109,NM
3101,20187,KS,Stanton County,9,220,2911641,KS
3102,48461,TX,Upton County,8,491,27469114,ustx
3103,39021,OH,Champaign County,6,4194,11613423,OH
3104,48083,TX,Coleman County,6,1681,27469114,ustx
3105,21191,KY,Pendleton County,1,2069,4425092,KY
