d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,motto text,population
1199,38059,ND,Morton County,3,2679,Serit ut alteri saeclo prosit,28990
1200,9009,CT,New Haven County,2,94687,Qui transtulit sustinet,862287
1201,13003,GA,Atkinson County,9,2176,"Wisdom, Justice, Moderation",8290
1202,38091,ND,Steele County,8,162,Serit ut alteri saeclo prosit,36465
1203,40093,OK,Major County,9,925,Labor omnia vincit,7683
1204,39043,OH,Erie County,3,9171,The Heart of It All,919866
1205,13091,GA,Dodge County,7,4730,"Wisdom, Justice, Moderation",88344
1206,13229,GA,Pierce County,6,3282,"Wisdom, Justice, Moderation",819743
1207,32001,NV,Churchill County,6,3371,All For Our Country,24063
1208,24045,MD,Wicomico County,3,17634,"Fatti maschii, parole femine",100896
1209,48229,TX,Hudspeth County,8,848,Friendship,3318
1210,42133,PA,York County,2,42508,"Virtue, liberty, and independence",199431
1211,27169,MN,Winona County,4,5416,LՃtoile du Nord,51232
1212,28095,MS,Monroe County,7,6869,Virtute et armis,76351
1213,8071,CO,Las Animas County,7,2869,Nil sine numine,14446
1214,13219,GA,Oconee County,3,2480,"Wisdom, Justice, Moderation",75045
1215,27109,MN,Olmsted County,3,13027,LՃtoile du Nord,149226
1216,17203,IL,Woodford County,2,2515,"State sovereignty, national union",39273
1217,28129,MS,Smith County,8,2990,Virtute et armis,216080
1218,48225,TX,Houston County,7,4437,Friendship,22911
1219,47097,TN,Lauderdale County,6,6025,Agriculture and Commerce,92797
1220,27031,MN,Cook County,9,526,LՃtoile du Nord,5240700
1221,45005,SC,Allendale County,6,3013,Dum spiro spero,9839
1222,48301,TX,Loving County,9,15,Friendship,95
1223,21143,KY,Lyon County,8,1152,Deo gratiam habeamus,51557
1224,5025,AR,Cleveland County,3,1295,Regnat populus,97047
1225,21075,KY,Fulton County,7,1712,Deo gratiam habeamus,984293
1226,56025,WY,Natrona County,3,8244,Equal Rights,80973
1227,8083,CO,Montezuma County,6,4031,Nil sine numine,25642
1228,56021,WY,Laramie County,3,9697,Equal Rights,95809
1229,47049,TN,Fentress County,9,3812,Agriculture and Commerce,17909
1230,20173,KS,Sedgwick County,2,75334,Ad astra per aspera,505415
1231,26107,MI,Mecosta County,6,8248,Si quaeris peninsulam amoenam circumspice,43108
1232,48413,TX,Schleicher County,8,503,Friendship,3206
1233,34023,NJ,Middlesex County,1,69642,Liberty and prosperity,1552802
1234,5099,AR,Nevada County,7,1680,Regnat populus,98200
1235,9003,CT,Hartford County,1,95010,Qui transtulit sustinet,898272
1236,55078,WI,Menominee County,8,1214,Forward,23791
1237,48309,TX,McLennan County,3,44099,Friendship,241481
1238,42001,PA,Adams County,4,9218,"Virtue, liberty, and independence",3828
1239,48091,TX,Comal County,1,11496,Friendship,118480
1240,45075,SC,Orangeburg County,4,19239,Dum spiro spero,90942
1241,29081,MO,Harrison County,7,1520,Salus populi suprema lex esto,196500
1242,16061,ID,Lewis County,8,611,Esto perpetua,75081
1243,51095,VA,James City County,1,4739,Sic semper tyrannis,70516
1244,48351,TX,Newton County,8,3023,Friendship,8064
1245,48459,TX,Upshur County,3,6235,Friendship,24665
1246,29199,MO,Scotland County,9,778,Salus populi suprema lex esto,36025
1247,41001,OR,Baker County,7,2762,Alis volat propriis,16018
1248,19121,IA,Madison County,2,1218,Our liberties we prize and our rights we will maintain,7712
1249,28009,MS,Benton County,8,2064,Virtute et armis,86591
1250,8059,CO,Jefferson County,1,39397,Nil sine numine,659479
1251,17081,IL,Jefferson County,7,5697,"State sovereignty, national union",659479
1252,21093,KY,Hardin County,3,14306,Deo gratiam habeamus,26034
1253,8093,CO,Park County,1,1572,Nil sine numine,29227
1254,45017,SC,Calhoun County,2,2370,Dum spiro spero,135012
1255,8121,CO,Washington County,9,674,Nil sine numine,32190
1256,36057,NY,Montgomery County,4,9610,Excelsior,1058810
1257,38043,ND,Kidder County,8,303,Serit ut alteri saeclo prosit,2428
1258,48177,TX,Gonzales County,6,3519,Friendship,20312
1259,29177,MO,Ray County,1,2453,Salus populi suprema lex esto,23039
1260,1131,AL,Wilcox County,8,3466,Audemus iura nostra defendere,11307
1261,49041,UT,Sevier County,7,2907,Industry,20852
1262,20017,KS,Chase County,8,287,Ad astra per aspera,2700
1263,45007,SC,Anderson County,3,29703,Dum spiro spero,75542
1264,48023,TX,Baylor County,6,630,Friendship,3614
1265,37069,NC,Franklin County,2,9624,Esse quam videri,71221
1266,27097,MN,Morrison County,6,3871,LՃtoile du Nord,32872
1267,6099,CA,Stanislaus County,2,77913,Eureka,525491
1268,13247,GA,Rockdale County,1,12943,"Wisdom, Justice, Moderation",86919
1269,27075,MN,Lake County,6,946,LՃtoile du Nord,63860
1270,29051,MO,Cole County,3,7821,Salus populi suprema lex esto,76699
1271,49023,UT,Juab County,2,1157,Industry,10348
1272,28057,MS,Itawamba County,7,4062,Virtute et armis,23434
1273,21035,KY,Calloway County,7,7430,Deo gratiam habeamus,37657
1274,19107,IA,Keokuk County,8,1199,Our liberties we prize and our rights we will maintain,10329
1275,31131,NE,Otoe County,6,1489,Equality before the law,15752
1276,12119,FL,Sumter County,4,12115,In God We Trust,13361
1277,27167,MN,Wilkin County,6,553,LՃtoile du Nord,6557
1278,41023,OR,Grant County,9,1132,Alis volat propriis,7283
1279,37189,NC,Watauga County,6,11717,Esse quam videri,52372
1280,40119,OK,Payne County,4,18413,Labor omnia vincit,79066
1281,40095,OK,Marshall County,6,2499,Labor omnia vincit,94760
1282,18121,IN,Parke County,6,2497,The Crossroads of America,17202
1283,4015,AZ,Mohave County,4,36665,Ditat Deus,203030
1284,37051,NC,Cumberland County,2,59570,Esse quam videri,285456
1285,19167,IA,Sioux County,6,2374,Our liberties we prize and our rights we will maintain,1313
1286,20057,KS,Ford County,5,4453,Ad astra per aspera,13832
1287,47015,TN,Cannon County,1,2149,Agriculture and Commerce,13775
1288,13299,GA,Ware County,4,8501,"Wisdom, Justice, Moderation",35709
1289,26071,MI,Iron County,7,1672,Si quaeris peninsulam amoenam circumspice,46780
1290,17095,IL,Knox County,4,8036,"State sovereignty, national union",39550
1291,26089,MI,Leelanau County,9,1739,Si quaeris peninsulam amoenam circumspice,21747
1292,6009,CA,Calaveras County,6,5833,Eureka,44515
1293,27027,MN,Clay County,3,7167,LՃtoile du Nord,10584
1294,29165,MO,Platte County,1,5915,Salus populi suprema lex esto,8765
1295,20099,KS,Labette County,7,4161,Ad astra per aspera,20916
1296,29113,MO,Lincoln County,1,6132,Salus populi suprema lex esto,5245
1297,46102,SD,Oglala Lakota County,7,5854,,14118
1298,33019,NH,Sullivan County,7,4016,Live Free or Die,76665
1299,47181,TN,Wayne County,8,3032,Agriculture and Commerce,1775273
1300,26097,MI,Mackinac County,7,1465,Si quaeris peninsulam amoenam circumspice,11061
1301,56033,WY,Sheridan County,7,2691,Equal Rights,29824
1302,17037,IL,DeKalb County,1,15566,"State sovereignty, national union",713340
1303,29035,MO,Carter County,9,1298,Salus populi suprema lex esto,1174
1304,5091,AR,Miller County,3,9504,Regnat populus,25092
1305,28069,MS,Kemper County,9,2532,Virtute et armis,10294
1306,42019,PA,Butler County,1,13334,"Virtue, liberty, and independence",371272
1307,18081,IN,Johnson County,1,11300,The Crossroads of America,8628
1308,29023,MO,Butler County,7,9237,Salus populi suprema lex esto,371272
1309,34015,NJ,Gloucester County,1,22402,Liberty and prosperity,290265
1310,51087,VA,Henrico County,1,29583,Sic semper tyrannis,318611
1311,1047,AL,Dallas County,4,13987,Audemus iura nostra defendere,2480331
1312,36041,NY,Hamilton County,8,463,Excelsior,4773
1313,5105,AR,Perry County,2,1689,Regnat populus,28010
1314,19157,IA,Poweshiek County,7,1863,Our liberties we prize and our rights we will maintain,18601
1315,20041,KS,Dickinson County,7,2084,Ad astra per aspera,16955
1316,29225,MO,Webster County,2,6189,Salus populi suprema lex esto,8893
1317,26011,MI,Arenac County,8,2456,Si quaeris peninsulam amoenam circumspice,15487
1318,46019,SD,Butte County,6,1399,,222090
1319,13127,GA,Glynn County,3,15916,"Wisdom, Justice, Moderation",81508
1320,55057,WI,Juneau County,7,3561,Forward,26547
1321,18127,IN,Porter County,1,12749,The Crossroads of America,166557
1322,20083,KS,Hodgeman County,9,183,Ad astra per aspera,1950
1323,55127,WI,Walworth County,4,11191,Forward,102945
1324,49055,UT,Wayne County,9,400,Industry,1775273
1325,10001,DE,Kent County,3,23060,Liberty and Independence,621700
1326,16007,ID,Bear Lake County,7,823,Esto perpetua,5943
1327,39117,OH,Morrow County,1,4214,The Heart of It All,11336
1328,36027,NY,Dutchess County,2,25588,Excelsior,296916
1329,9007,CT,Middlesex County,1,12513,Qui transtulit sustinet,1552802
1330,8095,CO,Phillips County,9,484,Nil sine numine,4179
1331,18007,IN,Benton County,3,980,The Crossroads of America,86591
1332,9011,CT,New London County,2,23961,Qui transtulit sustinet,274150
1333,47019,TN,Carter County,3,11903,Agriculture and Commerce,1174
1334,18117,IN,Orange County,6,3103,The Crossroads of America,3114363
1335,36035,NY,Fulton County,4,7878,Excelsior,984293
1336,30105,MT,Valley County,7,928,Oro y Plata,9606
1337,48063,TX,Camp County,6,2456,Friendship,12413
1338,28141,MS,Tishomingo County,8,3362,Virtute et armis,19529
1339,20053,KS,Ellsworth County,7,545,Ad astra per aspera,6398
1340,2220,AK,Sitka Borough,7,690,North to the Future,
1341,48419,TX,Shelby County,6,5345,Friendship,939465
1342,28065,MS,Jefferson Davis County,8,3034,Virtute et armis,11948
1343,48189,TX,Hale County,4,6809,Friendship,15406
1344,20177,KS,Shawnee County,3,18931,Ad astra per aspera,178831
1345,1027,AL,Clay County,9,2495,Audemus iura nostra defendere,10584
1346,19181,IA,Warren County,2,3263,Our liberties we prize and our rights we will maintain,65337
1347,19051,IA,Davis County,9,1125,Our liberties we prize and our rights we will maintain,322094
1348,48363,TX,Palo Pinto County,6,4547,Friendship,27889
1349,13269,GA,Taylor County,8,2004,"Wisdom, Justice, Moderation",20610
1350,48017,TX,Bailey County,7,1165,Friendship,7114
1351,13057,GA,Cherokee County,1,17948,"Wisdom, Justice, Moderation",27218
1352,56011,WY,Crook County,9,613,Equal Rights,5240700
1353,27059,MN,Isanti County,1,2955,LՃtoile du Nord,38204
1354,46031,SD,Corson County,9,1614,,4215
1355,28119,MS,Quitman County,6,2468,Virtute et armis,7803
1356,53031,WA,Jefferson County,6,3679,bye and bye,659479
1357,42109,PA,Snyder County,7,4775,"Virtue, liberty, and independence",39865
1358,29201,MO,Scott County,5,7004,Salus populi suprema lex esto,22015
1359,13001,GA,Appling County,7,3542,"Wisdom, Justice, Moderation",18440
1360,32013,NV,Humboldt County,7,1982,All For Our Country,134493
1361,42111,PA,Somerset County,4,9885,"Virtue, liberty, and independence",51706
1362,27113,MN,Pennington County,6,1365,LՃtoile du Nord,105761
1363,28163,MS,Yazoo County,6,8053,Virtute et armis,27883
1364,45081,SC,Saluda County,2,3329,Dum spiro spero,20091
1365,39027,OH,Clinton County,6,5426,The Heart of It All,81591
1366,29059,MO,Dallas County,2,3025,Salus populi suprema lex esto,2480331
1367,16015,ID,Boise County,2,965,Esto perpetua,6795
1368,6083,CA,Santa Barbara County,2,59468,Eureka,435697
1369,21219,KY,Todd County,8,2457,Deo gratiam habeamus,24382
1370,48405,TX,San Augustine County,9,1933,Friendship,8769
1371,1017,AL,Chambers County,6,6656,Audemus iura nostra defendere,36812
1372,56035,WY,Sublette County,9,646,Equal Rights,10041
1373,12003,FL,Baker County,1,4329,In God We Trust,16018
1374,27041,MN,Douglas County,7,3172,LՃtoile du Nord,106940
1375,13093,GA,Dooly County,6,3386,"Wisdom, Justice, Moderation",14304
1376,29013,MO,Bates County,1,2204,Salus populi suprema lex esto,16550
1377,4027,AZ,Yuma County,3,37850,Ditat Deus,201201
1378,29119,MO,McDonald County,2,4776,Salus populi suprema lex esto,22558
1379,5073,AR,Lafayette County,8,1838,Regnat populus,32943
1380,5031,AR,Craighead County,3,16548,Regnat populus,101488
1381,47121,TN,Meigs County,8,2164,Agriculture and Commerce,11649
1382,54019,WV,Fayette County,6,8365,Montani semper liberi,45599
1383,24005,MD,Baltimore County,1,72978,"Fatti maschii, parole femine",823015
1384,51101,VA,King William County,1,1248,Sic semper tyrannis,16097
1385,48409,TX,San Patricio County,2,10570,Friendship,66137
1386,48073,TX,Cherokee County,6,9463,Friendship,27218
1387,5019,AR,Clark County,7,4406,Regnat populus,2027868
1388,49011,UT,Davis County,2,21271,Industry,322094
1389,53015,WA,Cowlitz County,3,16863,bye and bye,101860
1390,42021,PA,Cambria County,3,20033,"Virtue, liberty, and independence",140499
1391,51678,VA,Lexington city,6,965,Sic semper tyrannis,
1392,55079,WI,Milwaukee County,1,183511,Forward,956023
1393,48315,TX,Marion County,8,2250,Friendship,323614
1394,42093,PA,Montour County,6,1966,"Virtue, liberty, and independence",18541
1395,17167,IL,Sangamon County,3,26767,"State sovereignty, national union",199145
1396,51650,VA,Hampton city,1,21458,Sic semper tyrannis,
1397,35035,NM,Otero County,4,12945,Crescit eundo,65616
1398,47155,TN,Sevier County,4,14386,Agriculture and Commerce,20852
1399,17005,IL,Bond County,1,2031,"State sovereignty, national union",17470
1400,29159,MO,Pettis County,4,6263,Salus populi suprema lex esto,42205
1401,20013,KS,Brown County,6,1272,Ad astra per aspera,37749
1402,47089,TN,Jefferson County,3,8112,Agriculture and Commerce,659479
1403,29083,MO,Henry County,6,4402,Salus populi suprema lex esto,49044
1404,51105,VA,Lee County,8,6727,Sic semper tyrannis,661115
1405,6065,CA,Riverside County,1,359774,Eureka,2292507
1406,18175,IN,Washington County,1,3898,The Crossroads of America,32190
1407,36055,NY,Monroe County,1,106742,Excelsior,76351
1408,19035,IA,Cherokee County,6,1213,Our liberties we prize and our rights we will maintain,27218
1409,48161,TX,Freestone County,7,3435,Friendship,19646
1410,45091,SC,York County,1,27264,Dum spiro spero,199431
1411,40101,OK,Muskogee County,4,14106,Labor omnia vincit,70303
1412,46079,SD,Lake County,6,1049,,63860
1413,49033,UT,Rich County,8,215,Industry,2311
1414,48139,TX,Ellis County,1,16121,Friendship,155976
1415,51049,VA,Cumberland County,1,1747,Sic semper tyrannis,285456
1416,27071,MN,Koochiching County,7,1773,LՃtoile du Nord,13206
1417,8067,CO,La Plata County,6,5861,Nil sine numine,53284
1418,2060,AK,Bristol Bay Borough,9,100,North to the Future,960
1419,48445,TX,Terry County,6,2532,Friendship,12743
1420,21201,KY,Robertson County,8,514,Deo gratiam habeamus,16486
1421,13025,GA,Brantley County,3,3795,"Wisdom, Justice, Moderation",18292
1422,16077,ID,Power County,3,1188,Esto perpetua,7719
1423,31137,NE,Phelps County,7,827,Equality before the law,44807
1424,39155,OH,Trumbull County,2,34839,The Heart of It All,206442
1425,39165,OH,Warren County,1,11823,The Heart of It All,65337
1426,13241,GA,Rabun County,9,2794,"Wisdom, Justice, Moderation",16235
1427,40015,OK,Caddo County,6,5877,Labor omnia vincit,29594
1428,45041,SC,Florence County,3,24811,Dum spiro spero,138326
1429,56003,WY,Big Horn County,9,1342,Equal Rights,13042
1430,51109,VA,Louisa County,1,4261,Sic semper tyrannis,33945
1431,53065,WA,Stevens County,6,6284,bye and bye,43430
1432,26069,MI,Iosco County,7,4531,Si quaeris peninsulam amoenam circumspice,25429
1433,34033,NJ,Salem County,1,7868,Liberty and prosperity,65166
1434,37091,NC,Hertford County,7,5612,Esse quam videri,24431
1435,6049,CA,Modoc County,6,1571,Eureka,9147
1436,18085,IN,Kosciusko County,4,7985,The Crossroads of America,77963
1437,31083,NE,Harlan County,9,414,Equality before the law,28499
1438,13293,GA,Upson County,6,5124,"Wisdom, Justice, Moderation",26566
1439,51033,VA,Caroline County,1,2937,Sic semper tyrannis,29298
1440,20033,KS,Comanche County,9,208,Ad astra per aspera,124937
1441,12125,FL,Union County,6,2512,In God We Trust,25652
1442,37057,NC,Davidson County,4,25150,Esse quam videri,658602
1443,50015,VT,Lamoille County,8,2986,Stella quarta decima fulgeat,25067
1444,30021,MT,Dawson County,7,989,Oro y Plata,9445
1445,13009,GA,Baldwin County,4,10273,"Wisdom, Justice, Moderation",182265
1446,6035,CA,Lassen County,6,4085,Eureka,32163
1447,21127,KY,Lawrence County,6,4251,Deo gratiam habeamus,33587
1448,17003,IL,Alexander County,7,1857,"State sovereignty, national union",6780
1449,13279,GA,Toombs County,7,6266,"Wisdom, Justice, Moderation",27273
1450,39169,OH,Wayne County,4,13372,The Heart of It All,1775273
1451,53007,WA,Chelan County,3,8665,bye and bye,73967
1452,13097,GA,Douglas County,1,18191,"Wisdom, Justice, Moderation",106940
1453,21193,KY,Perry County,7,8254,Deo gratiam habeamus,28010
1454,6053,CA,Monterey County,2,53898,Eureka,428826
1455,13223,GA,Paulding County,1,13373,"Wisdom, Justice, Moderation",19254
1456,55039,WI,Fond du Lac County,3,7631,Forward,101798
1457,55005,WI,Barron County,6,5041,Forward,45676
1458,19019,IA,Buchanan County,6,2084,Our liberties we prize and our rights we will maintain,23597
1459,48187,TX,Guadalupe County,1,15051,Friendship,4551
1460,23031,ME,York County,2,16132,Dirigo,199431
1461,23029,ME,Washington County,7,5615,Dirigo,32190
1462,37135,NC,Orange County,2,17049,Esse quam videri,3114363
1463,42119,PA,Union County,4,4284,"Virtue, liberty, and independence",25652
1464,45059,SC,Laurens County,2,11753,Dum spiro spero,47999
1465,28031,MS,Covington County,8,4531,Virtute et armis,37886
1466,2180,AK,Nome Census Area,7,2337,North to the Future,9892
1467,47117,TN,Marshall County,6,4148,Agriculture and Commerce,94760
1468,45047,SC,Greenwood County,4,14687,Dum spiro spero,6424
1469,1041,AL,Crenshaw County,8,2822,Audemus iura nostra defendere,13986
1470,40057,OK,Harmon County,9,679,Labor omnia vincit,2869
1471,38093,ND,Stutsman County,7,2184,Serit ut alteri saeclo prosit,21120
1472,51153,VA,Prince William County,1,33308,Sic semper tyrannis,438580
1473,28021,MS,Claiborne County,6,3060,Virtute et armis,31560
1474,39111,OH,Monroe County,8,2130,The Heart of It All,76351
1475,51011,VA,Appomattox County,3,2130,Sic semper tyrannis,15255
1476,39109,OH,Miami County,2,9860,The Heart of It All,103439
1477,20183,KS,Smith County,9,507,Ad astra per aspera,216080
1478,51600,VA,Fairfax city,1,1611,Sic semper tyrannis,
1479,20003,KS,Anderson County,6,992,Ad astra per aspera,75542
