d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
3093,26085,MI,Lake County,8,2430,3443
3094,37031,NC,Carteret County,4,8321,3472
3095,16035,ID,Clearwater County,6,1241,6444
3096,55113,WI,Sawyer County,9,2434,3497
3097,48435,TX,Sutton County,7,542,3767
3098,54039,WV,Kanawha County,2,30852,2359
3099,6017,CA,El Dorado County,1,16073,4631
3100,35031,NM,McKinley County,4,25540,
3101,20187,KS,Stanton County,9,220,1116
3102,48461,TX,Upton County,8,491,3216
3103,39021,OH,Champaign County,6,4194,2584
3104,48083,TX,Coleman County,6,1681,3319
3105,21191,KY,Pendleton County,1,2069,1808
3106,13187,GA,Lumpkin County,6,4711,738
3107,51191,VA,Washington County,3,7744,8430
3108,18113,IN,Noble County,6,5308,1082
3109,42125,PA,Washington County,1,19752,8430
3110,1043,AL,Cullman County,6,12133,1955
3111,13157,GA,Jackson County,6,8097,7257
3112,23027,ME,Waldo County,6,5514,853
3113,45029,SC,Colleton County,6,8774,2935
3114,20147,KS,Phillips County,7,673,13499
3115,25009,MA,Essex County,1,81646,4964
3116,47023,TN,Chester County,3,2573,1968
3117,51081,VA,Greensville County,6,2119,769
3118,29077,MO,Greene County,2,45710,1616
3119,46073,SD,Jerauld County,9,240,1380
3120,18157,IN,Tippecanoe County,3,30478,1303
3121,31075,NE,Grant County,9,64,11731
3122,5049,AR,Fulton County,9,2767,1385
3123,51610,VA,Falls Church city,1,509,
3124,40021,OK,Cherokee County,6,10863,1209
3125,29011,MO,Barton County,6,1899,2332
3126,12033,FL,Escambia County,2,45044,2268
3127,26027,MI,Cass County,2,6579,6253
3128,13171,GA,Lamar County,1,3142,2415
3129,40089,OK,McCurtain County,7,8299,4924
3130,30093,MT,Silver Bow County,5,5193,1862
3131,55101,WI,Racine County,3,25798,2051
3132,21217,KY,Taylor County,7,5098,2550
3133,22047,LA,Iberville Parish,2,6615,1691
3134,26139,MI,Ottawa County,3,24520,4227
3135,19155,IA,Pottawattamie County,2,9395,2486
