d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population
3075,40029,OK,Coal County,9,1222,5867
3076,27111,MN,Otter Tail County,6,5976,57581
3077,51830,VA,Williamsburg city,1,2275,15206
3078,48191,TX,Hall County,9,795,187745
3079,51021,VA,Bland County,8,800,6735
3080,39009,OH,Athens County,4,16044,64681
3081,8005,CO,Arapahoe County,1,56898,607070
3082,39049,OH,Franklin County,1,205476,71221
3083,46017,SD,Buffalo County,9,804,13357
3084,17023,IL,Clark County,6,1884,2027868
3085,47027,TN,Clay County,8,1681,10584
3086,26145,MI,Saginaw County,3,33068,196542
3087,41025,OR,Harney County,7,1171,7146
3088,51157,VA,Rappahannock County,8,729,7478
3089,39063,OH,Hancock County,4,7385,54845
3090,17115,IL,Macon County,3,17760,33857
3091,29103,MO,Knox County,9,728,39550
3092,51137,VA,Orange County,6,3212,3114363
3093,26085,MI,Lake County,8,2430,63860
3094,37031,NC,Carteret County,4,8321,68434
3095,16035,ID,Clearwater County,6,1241,8577
3096,55113,WI,Sawyer County,9,2434,16513
3097,48435,TX,Sutton County,7,542,4006
3098,54039,WV,Kanawha County,2,30852,191275
3099,6017,CA,El Dorado County,1,16073,181737
3100,35031,NM,McKinley County,4,25540,
3101,20187,KS,Stanton County,9,220,6133
3102,48461,TX,Upton County,8,491,3372
3103,39021,OH,Champaign County,6,4194,204897
3104,48083,TX,Coleman County,6,1681,8543
3105,21191,KY,Pendleton County,1,2069,7471
3106,13187,GA,Lumpkin County,6,4711,30918
3107,51191,VA,Washington County,3,7744,32190
3108,18113,IN,Noble County,6,5308,47570
3109,42125,PA,Washington County,1,19752,32190
3110,1043,AL,Cullman County,6,12133,80811
3111,13157,GA,Jackson County,6,8097,208545
3112,23027,ME,Waldo County,6,5514,38940
3113,45029,SC,Colleton County,6,8774,37788
3114,20147,KS,Phillips County,7,673,4179
3115,25009,MA,Essex County,1,81646,38762
3116,47023,TN,Chester County,3,2573,509468
3117,51081,VA,Greensville County,6,2119,11886
3118,29077,MO,Greene County,2,45710,68267
3119,46073,SD,Jerauld County,9,240,2066
3120,18157,IN,Tippecanoe County,3,30478,180174
3121,31075,NE,Grant County,9,64,7283
3122,5049,AR,Fulton County,9,2767,984293
3123,51610,VA,Falls Church city,1,509,
3124,40021,OK,Cherokee County,6,10863,27218
3125,29011,MO,Barton County,6,1899,27509
3126,12033,FL,Escambia County,2,45044,305817
3127,26027,MI,Cass County,2,6579,28555
3128,13171,GA,Lamar County,1,3142,49426
3129,40089,OK,McCurtain County,7,8299,33065
3130,30093,MT,Silver Bow County,5,5193,34523
3131,55101,WI,Racine County,3,25798,195041
3132,21217,KY,Taylor County,7,5098,20610
3133,22047,LA,Iberville Parish,2,6615,33367
3134,26139,MI,Ottawa County,3,24520,272701
3135,19155,IA,Pottawattamie County,2,9395,92728
